chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_049	1	48	0	0	4	8	it was only to ask elinor to marry him and considering that he was not altogether inexperienced in such a question it might be strange that he should feel so uncomfortable in the present case as he really did so much in need of encouragement and fresh air
sense_049	2	30	0	0	2	7	his heart was now open to elinor all its weaknesses all its errors confessed and his first boyish attachment to lucy treated with all the philosophic dignity of twenty four
sense_049	3	53	0	0	4	8	mrs dashwood too happy to be comfortable knew not how to love edward nor praise elinor enough how to be enough thankful for his release without wounding his delicacy nor how at once to give them leisure for unrestrained conversation together and yet enjoy as she wished the sight and society of both
sense_049	4	9	0	0	2	22	but elinor how are  her  feelings to be described
sense_049	5	93	1	1	9	10	edward was now fixed at the cottage at least for a week for whatever other claims might be made on him it was impossible that less than a week should be given up to the enjoyment of elinor s company or suffice to say half that was to be said of the past the present and the future for though a very few hours spent in the hard labor of incessant talking will despatch more subjects than can really be in common between any two rational creatures yet with lovers it is different
sense_049	6	51	1	2	2	4	lucy s marriage the unceasing and reasonable wonder among them all formed of course one of the earliest discussions of the lovers and elinor s particular knowledge of each party made it appear to her in every view as one of the most extraordinary and unaccountable circumstances she had ever heard
sense_049	7	31	1	3	0	0	elinor remembered what robert had told her in harley street of his opinion of what his own mediation in his brother s affairs might have done if applied to in time
sense_049	8	5	0	0	0	0	she repeated it to edward
sense_049	9	8	1	12	0	0	he put the letter into elinor s hands
sense_049	10	8	1	12	0	0	elinor read and returned it without any comment
sense_049	11	15	0	0	1	7	however it may have come about said elinor after a pause they are certainly married
sense_049	12	51	1	2	2	4	that lucy had certainly meant to deceive to go off with a flourish of malice against him in her message by thomas was perfectly clear to elinor and edward himself now thoroughly enlightened on her character had no scruple in believing her capable of the utmost meanness of wanton ill nature
sense_049	13	64	0	0	7	11	though his eyes had been long opened even before his acquaintance with elinor began to her ignorance and a want of liberality in some of her opinions they had been equally imputed by him to her want of education and till her last letter reached him he had always believed her to be a well disposed good hearted girl and thoroughly attached to himself
sense_049	14	31	0	0	1	3	elinor scolded him harshly as ladies always scold the imprudence which compliments themselves for having spent so much time with them at norland when he must have felt his own inconstancy
sense_049	15	37	0	0	6	16	your behaviour was certainly very wrong said she because to say nothing of my own conviction our relations were all led away by it to fancy and expect  what  as you were  then  situated could never be
sense_049	16	6	2	33	0	0	elinor smiled and shook her head
sense_049	17	63	0	0	3	5	but so little interest had he taken in the matter that he owed all his knowledge of the house garden and glebe extent of the parish condition of the land and rate of the tithes to elinor herself who had heard so much of it from colonel brandon and heard it with so much attention as to be entirely mistress of the subject
sense_049	18	58	0	0	5	9	edward had two thousand pounds and elinor one which with delaford living was all that they could call their own for it was impossible that mrs dashwood should advance anything and they were neither of them quite enough in love to think that three hundred and fifty pounds a year would supply them with the comforts of life
sense_049	19	56	1	2	4	7	but elinor had no such dependence for since edward would still be unable to marry miss morton and his chusing herself had been spoken of in mrs ferrars s flattering language as only a lesser evil than his chusing lucy steele she feared that robert s offence would serve no other purpose than to enrich fanny
sense_049	20	32	2	6	2	6	every thing was explained to him by mrs dashwood and he found fresh reason to rejoice in what he had done for mr ferrars since eventually it promoted the interest of elinor
sense_049	21	31	2	6	1	3	the letters from town which a few days before would have made every nerve in elinor s body thrill with transport now arrived to be read with less emotion than mirth
sense_049	22	76	2	3	7	9	the secrecy with which everything had been carried on between them was rationally treated as enormously heightening the crime because had any suspicion of it occurred to the others proper measures would have been taken to prevent the marriage and he called on elinor to join with him in regretting that lucy s engagement with edward had not rather been fulfilled than that she should thus be the means of spreading misery farther in the family
sense_049	23	42	0	0	2	5	you may certainly ask to be forgiven said elinor because you have offended and i should think you might  now  venture so far as to profess some concern for having ever formed the engagement which drew on you your mother s anger
