chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
northanger_007	1	14	0	0	1	7	but my dearest catherine what have you been doing with yourself all this morning
northanger_007	2	3	0	0	0	0	cried catherine colouring
northanger_007	3	5	0	0	0	0	catherine coloured and disclaimed again
northanger_007	4	14	0	0	0	0	but my dearest catherine have you settled what to wear on your head tonight
northanger_007	5	12	0	0	0	0	but it does not signify if they do said catherine very innocently
northanger_007	6	3	0	0	0	0	very well catherine
northanger_007	7	47	1	2	1	2	catherine in some amazement complied and after remaining a few moments silent was on the point of reverting to what interested her at that time rather more than anything else in the world laurentina s skeleton when her friend prevented her by saying for heaven s sake
northanger_007	8	26	1	4	1	4	away they walked to the book and while isabella examined the names it was catherine s employment to watch the proceedings of these alarming young men
northanger_007	9	26	2	8	3	12	in a few moments catherine with unaffected pleasure assured her that she need not be longer uneasy as the gentlemen had just left the pump room
northanger_007	10	3	1	33	0	0	catherine readily agreed
northanger_007	11	11	1	9	0	0	only she added perhaps we may overtake the two young men
northanger_007	12	41	1	2	0	0	catherine had nothing to oppose against such reasoning and therefore to show the independence of miss thorpe and her resolution of humbling the sex they set off immediately as fast as they could walk in pursuit of the two young men
