chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_041	1	16	1	6	4	25	elizabeth tried to be diverted by them but all sense of pleasure was lost in shame
pride_041	2	28	0	0	2	7	she felt anew the justice of mr darcy s objections and never had she been so much disposed to pardon his interference in the views of his friend
pride_041	3	15	3	20	0	0	in vain did elizabeth attempt to make her reasonable and jane to make her resigned
pride_041	4	64	2	3	2	3	as for elizabeth herself this invitation was so far from exciting in her the same feelings as in her mother and lydia that she considered it as the death warrant of all possibility of common sense for the latter and detestable as such a step must make her were it known she could not help secretly advising her father not to let her go
pride_041	5	45	0	0	3	7	if you were aware said elizabeth of the very great disadvantage to us all which must arise from the public notice of lydia s unguarded and imprudent manner nay which has already arisen from it i am sure you would judge differently in the affair
pride_041	6	23	2	9	3	13	with this answer elizabeth was forced to be content but her own opinion continued the same and she left him disappointed and sorry
pride_041	7	15	0	0	1	7	it was not in her nature however to increase her vexations by dwelling on them
pride_041	8	25	1	4	3	12	she was confident of having performed her duty and to fret over unavoidable evils or augment them by anxiety was no part of her disposition
pride_041	9	11	1	9	1	9	elizabeth was now to see mr wickham for the last time
pride_041	10	22	1	5	2	9	having been frequently in company with him since her return agitation was pretty well over the agitations of former partiality entirely so
pride_041	11	24	0	0	1	4	she had even learnt to detect in the very gentleness which had first delighted her an affectation and a sameness to disgust and weary
pride_041	12	44	1	2	0	0	in his present behaviour to herself moreover she had a fresh source of displeasure for the inclination he soon testified of renewing those intentions which had marked the early part of their acquaintance could only serve after what had since passed to provoke her
pride_041	13	63	0	0	6	10	she lost all concern for him in finding herself thus selected as the object of such idle and frivolous gallantry and while she steadily repressed it could not but feel the reproof contained in his believing that however long and for whatever cause his attentions had been withdrawn her vanity would be gratified and her preference secured at any time by their renewal
pride_041	14	78	3	4	2	3	on the very last day of the regiment s remaining at meryton he dined with others of the officers at longbourn and so little was elizabeth disposed to part from him in good humour that on his making some enquiry as to the manner in which her time had passed at hunsford she mentioned colonel fitzwilliam s and mr darcy s having both spent three weeks at rosings and asked him if he was acquainted with the former
pride_041	15	40	5	12	3	8	he looked surprised displeased alarmed but with a moment s recollection and a returning smile replied that he had formerly seen him often and after observing that he was a very gentlemanlike man asked her how she had liked him
pride_041	16	7	1	14	1	14	her answer was warmly in his favour
pride_041	17	11	1	9	0	0	cried mr wickham with a look which did not escape her
pride_041	18	2	0	0	0	0	said elizabeth
pride_041	19	20	3	15	0	0	while she spoke wickham looked as if scarcely knowing whether to rejoice over her words or to distrust their meaning
pride_041	20	55	2	4	6	11	there was a something in her countenance which made him listen with an apprehensive and anxious attention while she added when i said that he improved on acquaintance i did not mean that his mind or his manners were in a state of improvement but that from knowing him better his disposition was better understood
pride_041	21	68	4	6	3	4	wickham s alarm now appeared in a heightened complexion and agitated look for a few minutes he was silent till shaking off his embarrassment he turned to her again and said in the gentlest of accents you who so well know my feeling towards mr darcy will readily comprehend how sincerely i must rejoice that he is wise enough to assume even the  appearance  of what is right
pride_041	22	19	2	11	0	0	elizabeth could not repress a smile at this but she answered only by a slight inclination of the head
pride_041	23	24	1	4	2	8	she saw that he wanted to engage her on the old subject of his grievances and she was in no humour to indulge him
pride_041	24	40	2	5	1	2	the rest of the evening passed with the  appearance  on his side of usual cheerfulness but with no further attempt to distinguish elizabeth and they parted at last with mutual civility and possibly a mutual desire of never meeting again
