chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_055	1	28	3	11	1	4	two obstacles of the five being thus removed mrs bennet sat looking and winking at elizabeth and catherine for a considerable time without making any impression on them
pride_055	2	20	0	0	2	10	elizabeth would not observe her and when at last kitty did she very innocently said what is the matter mamma
pride_055	3	25	2	8	0	0	jane instantly gave a look at elizabeth which spoke her distress at such premeditation and her entreaty that  she  would not give in to it
pride_055	4	5	1	20	1	20	elizabeth was forced to go
pride_055	5	21	1	5	1	5	we may as well leave them by themselves you know said her mother as soon as she was in the hall
pride_055	6	29	3	10	1	3	elizabeth made no attempt to reason with her mother but remained quietly in the hall till she and kitty were out of sight then returned into the drawing room
pride_055	7	32	4	12	1	3	not a word passed between the sisters concerning bingley but elizabeth went to bed in the happy belief that all must speedily be concluded unless mr darcy returned within the stated time
pride_055	8	18	2	11	0	0	seriously however she felt tolerably persuaded that all this must have taken place with that gentleman s concurrence
pride_055	9	41	4	10	4	10	elizabeth who had a letter to write went into the breakfast room for that purpose soon after tea for as the others were all going to sit down to cards she could not be wanted to counteract her mother s schemes
pride_055	10	32	2	6	4	12	but on returning to the drawing room when her letter was finished she saw to her infinite surprise there was reason to fear that her mother had been too ingenious for her
pride_055	11	48	3	6	1	2	on opening the door she perceived her sister and bingley standing together over the hearth as if engaged in earnest conversation and had this led to no suspicion the faces of both as they hastily turned round and moved away from each other would have told it all
pride_055	12	12	0	0	3	25	 their  situation was awkward enough but  hers  she thought was still worse
pride_055	13	43	4	9	2	5	not a syllable was uttered by either and elizabeth was on the point of going away again when bingley who as well as the other had sat down suddenly rose and whispering a few words to her sister ran out of the room
pride_055	14	30	0	0	2	7	jane could have no reserves from elizabeth where confidence would give pleasure and instantly embracing her acknowledged with the liveliest emotion that she was the happiest creature in the world
pride_055	15	6	1	17	0	0	she added by far too much
pride_055	16	18	1	6	2	11	elizabeth s congratulations were given with a sincerity a warmth a delight which words could but poorly express
pride_055	17	32	2	6	2	6	elizabeth who was left by herself now smiled at the rapidity and ease with which an affair was finally settled that had given them so many previous months of suspense and vexation
pride_055	18	14	0	0	2	14	and this said she is the end of all his friend s anxious circumspection
pride_055	19	13	0	0	1	8	elizabeth honestly and heartily expressed her delight in the prospect of their relationship
pride_055	20	78	1	1	4	5	they shook hands with great cordiality and then till her sister came down she had to listen to all he had to say of his own happiness and of jane s perfections and in spite of his being a lover elizabeth really believed all his expectations of felicity to be rationally founded because they had for basis the excellent understanding and super excellent disposition of jane and a general similarity of feeling and taste between her and himself
pride_055	21	44	0	0	4	9	elizabeth had now but little time for conversation with her sister for while he was present jane had no attention to bestow on anyone else but she found herself considerably useful to both of them in those hours of separation that must sometimes occur
pride_055	22	31	1	3	2	6	in the absence of jane he always attached himself to elizabeth for the pleasure of talking of her and when bingley was gone jane constantly sought the same means of relief
pride_055	23	6	1	17	1	17	i suspected as much replied elizabeth
pride_055	24	14	0	0	1	7	that is the most unforgiving speech said elizabeth that i ever heard you utter
pride_055	25	40	0	0	4	10	elizabeth was pleased to find that he had not betrayed the interference of his friend for though jane had the most generous and forgiving heart in the world she knew it was a circumstance which must prejudice her against him
