chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_007	1	34	1	3	3	9	but a week must pass only a week in anne s reckoning and then she supposed they must meet and soon she began to wish that she could feel secure even for a week
persuasion_007	2	24	2	8	1	4	captain wentworth made a very early return to mr musgrove s civility and she was all but calling there in the same half hour
persuasion_007	3	43	0	0	4	9	she and mary were actually setting forward for the great house where as she afterwards learnt they must inevitably have found him when they were stopped by the eldest boy s being at that moment brought home in consequence of a bad fall
persuasion_007	4	34	1	3	1	3	the child s situation put the visit entirely aside but she could not hear of her escape with indifference even in the midst of the serious anxiety which they afterwards felt on his account
persuasion_007	5	82	2	2	1	1	it was an afternoon of distress and anne had every thing to do at once the apothecary to send for the father to have pursued and informed the mother to support and keep from hysterics the servants to control the youngest child to banish and the poor suffering one to attend and soothe besides sending as soon as she recollected it proper notice to the other house which brought her an accession rather of frightened enquiring companions than of very useful assistants
persuasion_007	6	41	2	5	1	2	oh no as to leaving the little boy both father and mother were in much too strong and recent alarm to bear the thought and anne in the joy of the escape could not help adding her warm protestations to theirs
persuasion_007	7	10	0	0	1	10	anne will send for me if anything is the matter
persuasion_007	8	48	1	2	4	8	she said nothing therefore till he was out of the room but as soon as there was only anne to hear so you and i are to be left to shift by ourselves with this poor sick child and not a creature coming near us all the evening
persuasion_007	9	7	0	0	0	0	an excellent thought of yours indeed anne
persuasion_007	10	59	2	3	4	7	the next moment she was tapping at her husband s dressing room door and as anne followed her up stairs she was in time for the whole conversation which began with mary s saying in a tone of great exultation i mean to go with you charles for i am of no more use at home than you are
persuasion_007	11	14	0	0	0	0	anne will stay anne undertakes to stay at home and take care of him
persuasion_007	12	31	1	3	2	6	it is anne s own proposal and so i shall go with you which will be a great deal better for i have not dined at the other house since tuesday
persuasion_007	13	40	3	8	6	15	this is very kind of anne was her husband s answer and i should be very glad to have you go but it seems rather hard that she should be left at home by herself to nurse our sick child
persuasion_007	14	100	3	3	12	12	anne was now at hand to take up her own cause and the sincerity of her manner being soon sufficient to convince him where conviction was at least very agreeable he had no farther scruples as to her being left to dine alone though he still wanted her to join them in the evening when the child might be at rest for the night and kindly urged her to let him come and fetch her but she was quite unpersuadable and this being the case she had ere long the pleasure of seeing them set off together in high spirits
persuasion_007	15	35	2	6	9	26	they were gone she hoped to be happy however oddly constructed such happiness might seem as for herself she was left with as many sensations of comfort as were perhaps ever likely to be hers
persuasion_007	16	32	1	3	4	12	she knew herself to be of the first utility to the child and what was it to her if frederick wentworth were only half a mile distant making himself agreeable to others
persuasion_007	17	13	0	0	2	15	she would have liked to know how he felt as to a meeting
persuasion_007	18	50	2	4	6	12	had he wished ever to see her again he need not have waited till this time he would have done what she could not but believe that in his place she should have done long ago when events had been early giving him the independence which alone had been wanting
persuasion_007	19	16	0	0	0	0	her brother and sister came back delighted with their new acquaintance and their visit in general
persuasion_007	20	3	0	0	0	0	anne understood it
persuasion_007	21	6	1	17	1	17	he wished to avoid seeing her
persuasion_007	22	37	1	3	3	8	he had inquired after her she found slightly as might suit a former slight acquaintance seeming to acknowledge such as she had acknowledged actuated perhaps by the same view of escaping introduction when they were to meet
persuasion_007	23	118	3	3	8	7	the morning hours of the cottage were always later than those of the other house and on the morrow the difference was so great that mary and anne were not more than beginning breakfast when charles came in to say that they were just setting off that he was come for his dogs that his sisters were following with captain wentworth his sisters meaning to visit mary and the child and captain wentworth proposing also to wait on her for a few minutes if not inconvenient and though charles had answered for the child s being in no such state as could make it inconvenient captain wentworth would not be satisfied without his running on to give notice
persuasion_007	24	32	0	0	4	12	mary very much gratified by this attention was delighted to receive him while a thousand feelings rushed on anne of which this was the most consoling that it would soon be over
persuasion_007	25	52	1	2	2	4	her eye half met captain wentworth s a bow a curtsey passed she heard his voice he talked to mary said all that was right said something to the miss musgroves enough to mark an easy footing the room seemed full full of persons and voices but a few minutes ended it
persuasion_007	26	48	3	6	5	10	charles shewed himself at the window all was ready their visitor had bowed and was gone the miss musgroves were gone too suddenly resolving to walk to the end of the village with the sportsmen the room was cleared and anne might finish her breakfast as she could
persuasion_007	27	10	0	0	0	0	she repeated to herself again and again in nervous gratitude
persuasion_007	28	56	1	2	3	5	on one other question which perhaps her utmost wisdom might not have prevented she was soon spared all suspense for after the miss musgroves had returned and finished their visit at the cottage she had this spontaneous information from mary captain wentworth is not very gallant by you anne though he was so attentive to me
persuasion_007	29	7	1	14	0	0	anne fully submitted in silent deep mortification
persuasion_007	30	20	0	0	2	10	doubtless it was so and she could take no revenge for he was not altered or not for the worse
persuasion_007	31	21	0	0	2	10	she had already acknowledged it to herself and she could not think differently let him think of her as he would
persuasion_007	32	27	1	4	0	0	no the years which had destroyed her youth and bloom had only given him a more glowing manly open look in no respect lessening his personal advantages
persuasion_007	33	7	1	14	0	0	she had seen the same frederick wentworth
persuasion_007	34	10	0	0	0	0	so altered that he should not have known her again
persuasion_007	35	10	1	10	1	10	these were words which could not but dwell with her
persuasion_007	36	11	0	0	0	0	yet she soon began to rejoice that she had heard them
persuasion_007	37	16	1	6	1	6	they were of sobering tendency they allayed agitation they composed and consequently must make her happier
persuasion_007	38	22	2	9	3	14	frederick wentworth had used such words or something like them but without an idea that they would be carried round to her
persuasion_007	39	18	2	11	2	11	he had thought her wretchedly altered and in the first moment of appeal had spoken as he felt
persuasion_007	40	6	0	0	0	0	he had not forgiven anne elliot
persuasion_007	41	30	0	0	1	3	she had used him ill deserted and disappointed him and worse she had shewn a feebleness of character in doing so which his own decided confident temper could not endure
persuasion_007	42	8	0	0	0	0	she had given him up to oblige others
