chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_023	1	57	1	2	1	2	23 one day only had passed since anne s conversation with mrs smith but a keener interest had succeeded and she was now so little touched by mr elliot s conduct except by its effects in one quarter that it became a matter of course the next morning still to defer her explanatory visit in rivers street
persuasion_023	2	137	2	1	7	5	anne felt that she did not belong to the conversation and yet as captain harville seemed thoughtful and not disposed to talk she could not avoid hearing many undesirable particulars such as how mr musgrove and my brother hayter had met again and again to talk it over what my brother hayter had said one day and what mr musgrove had proposed the next and what had occurred to my sister hayter and what the young people had wished and what i said at first i never could consent to but was afterwards persuaded to think might do very well and a great deal in the same style of open hearted communication minutiae which even with every advantage of taste and delicacy which good mrs musgrove could not give could be properly interesting only to the principals
persuasion_023	3	13	0	0	2	15	anne hoped the gentlemen might each be too much self occupied to hear
persuasion_023	4	6	0	0	1	17	anne found an unexpected interest here
persuasion_023	5	59	4	7	3	5	she felt its application to herself felt it in a nervous thrill all over her and at the same moment that her eyes instinctively glanced towards the distant table captain wentworth s pen ceased to move his head was raised pausing listening and he turned round the next instant to give a look one quick conscious look at her
persuasion_023	6	53	1	2	2	4	the two ladies continued to talk to re urge the same admitted truths and enforce them with such examples of the ill effect of a contrary practice as had fallen within their observation but anne heard nothing distinctly it was only a buzz of words in her ear her mind was in confusion
persuasion_023	7	48	3	6	4	8	captain harville who had in truth been hearing none of it now left his seat and moved to a window and anne seeming to watch him though it was from thorough absence of mind became gradually sensible that he was inviting her to join him where he stood
persuasion_023	8	47	2	4	1	2	he looked at her with a smile and a little motion of the head which expressed come to me i have something to say and the unaffected easy kindness of manner which denoted the feelings of an older acquaintance than he really was strongly enforced the invitation
persuasion_023	9	7	1	14	0	0	she roused herself and went to him
persuasion_023	10	19	1	5	1	5	as she joined him captain harville s countenance re assumed the serious thoughtful expression which seemed its natural character
persuasion_023	11	11	0	0	1	9	but in a deep tone it was not done for her
persuasion_023	12	8	1	12	0	0	no replied anne in a low feeling voice
persuasion_023	13	6	0	0	1	17	it was not in her nature
persuasion_023	14	4	0	0	0	0	she doted on him
persuasion_023	15	17	0	0	0	0	true said anne very true i did not recollect but what shall we say now captain harville
persuasion_023	16	25	1	4	2	8	your feelings may be the strongest replied anne but the same spirit of analogy will authorise me to assert that ours are the most tender
persuasion_023	17	55	0	0	7	13	it was nothing more than that his pen had fallen down but anne was startled at finding him nearer than she had supposed and half inclined to suspect that the pen had only fallen because he had been occupied by them striving to catch sounds which yet she did not think he could have caught
persuasion_023	18	16	1	6	2	12	i am in very good anchorage here smiling at anne well supplied and want for nothing
persuasion_023	19	21	0	0	3	14	cried anne eagerly i hope i do justice to all that is felt by you and by those who resemble you
persuasion_023	20	17	1	6	1	6	to night we may have the pleasure of all meeting again at your party turning to anne
persuasion_023	21	7	0	0	0	0	anne knew not how to understand it
persuasion_023	22	9	0	0	0	0	she had the kindest good morning god bless you
persuasion_023	23	27	4	15	3	11	she had only time however to move closer to the table where he had been writing when footsteps were heard returning the door opened it was himself
persuasion_023	24	71	1	1	3	4	he begged their pardon but he had forgotten his gloves and instantly crossing the room to the writing table he drew out a letter from under the scattered paper placed it before anne with eyes of glowing entreaty fixed on her for a time and hastily collecting his gloves was again out of the room almost before mrs musgrove was aware of his being in it the work of an instant
persuasion_023	25	72	1	1	5	7	the chair was earnestly protested against and mrs musgrove who thought only of one sort of illness having assured herself with some anxiety that there had been no fall in the case that anne had not at any time lately slipped down and got a blow on her head that she was perfectly convinced of having had no fall could part with her cheerfully and depend on finding her better at night
persuasion_023	26	21	0	0	4	19	anxious to omit no possible precaution anne struggled and said i am afraid ma am that it is not perfectly understood
persuasion_023	27	18	0	0	1	6	anne could do no more but her heart prophesied some mischance to damp the perfection of her felicity
persuasion_023	28	24	1	4	1	4	even if he did not come to camden place himself it would be in her power to send an intelligible sentence by captain harville
persuasion_023	29	18	1	6	1	6	charles in his real concern and good nature would go home with her there was no preventing him
persuasion_023	30	34	0	0	4	12	but she could not be long ungrateful he was sacrificing an engagement at a gunsmith s to be of use to her and she set off with him with no feeling but gratitude apparent
persuasion_023	31	26	0	0	1	4	they were on union street when a quicker step behind a something of familiar sound gave her two moments preparation for the sight of captain wentworth
persuasion_023	32	12	1	8	0	0	anne could command herself enough to receive that look and not repulsively
persuasion_023	33	5	1	20	0	0	he walked by her side
persuasion_023	34	26	1	4	1	4	because if you are i shall have no scruple in asking you to take my place and give anne your arm to her father s door
persuasion_023	35	28	2	7	2	7	she is rather done for this morning and must not go so far without help and i ought to be at that fellow s in the market place
persuasion_023	36	6	2	33	0	0	anne smiled and let it pass
persuasion_023	37	59	3	5	5	8	it is something for a woman to be assured in her eight and twentieth year that she has not lost one charm of earlier youth but the value of such homage was inexpressibly increased to anne by comparing it with former words and feeling it to be the result not the cause of a revival of his warm attachment
persuasion_023	38	6	1	17	0	0	you should have distinguished replied anne
persuasion_023	39	20	0	0	1	5	i should have thought said anne that my manner to yourself might have spared you much or all of this
persuasion_023	40	18	0	0	1	6	at last anne was at home again and happier than any one in that house could have conceived
