chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_002	1	69	0	0	2	3	herself the widow of only a knight she gave the dignity of a baronet all its due and sir walter independent of his claims as an old acquaintance an attentive neighbour an obliging landlord the husband of her very dear friend the father of anne and her sisters was as being sir walter in her apprehension entitled to a great deal of compassion and consideration under his present difficulties
persuasion_002	2	18	0	0	2	11	but she was very anxious to have it done with the least possible pain to him and elizabeth
persuasion_002	3	36	1	3	1	3	she drew up plans of economy she made exact calculations and she did what nobody else thought of doing she consulted anne who never seemed considered by the others as having any interest in the question
persuasion_002	4	14	0	0	1	7	every emendation of anne s had been on the side of honesty against importance
persuasion_002	5	26	0	0	1	4	she wanted more vigorous measures a more complete reformation a quicker release from debt a much higher tone of indifference for everything but justice and equity
persuasion_002	6	19	0	0	4	21	this was the principle on which anne wanted her father to be proceeding his friends to be urging him
persuasion_002	7	36	1	3	0	0	she considered it as an act of indispensable duty to clear away the claims of creditors with all the expedition which the most comprehensive retrenchments could secure and saw no dignity in anything short of it
persuasion_002	8	11	0	0	3	27	she wanted it to be prescribed and felt as a duty
persuasion_002	9	40	1	2	2	5	she rated lady russell s influence highly and as to the severe degree of self denial which her own conscience prompted she believed there might be little more difficulty in persuading them to a complete than to half a reformation
persuasion_002	10	41	0	0	4	10	her knowledge of her father and elizabeth inclined her to think that the sacrifice of one pair of horses would be hardly less painful than of both and so on through the whole list of lady russell s too gentle reductions
persuasion_002	11	14	0	0	2	14	how anne s more rigid requisitions might have been taken is of little consequence
persuasion_002	12	9	0	0	2	22	all anne s wishes had been for the latter
persuasion_002	13	18	1	6	0	0	but the usual fate of anne attended her in having something very opposite from her inclination fixed on
persuasion_002	14	18	1	6	3	17	she disliked bath and did not think it agreed with her and bath was to be her home
persuasion_002	15	12	0	0	2	17	lady russell felt obliged to oppose her dear anne s known wishes
persuasion_002	16	24	0	0	2	8	anne herself would have found the mortifications of it more than she foresaw and to sir walter s feelings they must have been dreadful
persuasion_002	17	59	0	0	3	5	and with regard to anne s dislike of bath she considered it as a prejudice and mistake arising first from the circumstance of her having been three years at school there after her mother s death and secondly from her happening to be not in perfectly good spirits the only winter which she had afterwards spent there with herself
persuasion_002	18	10	1	10	1	10	anne had been too little from home too little seen
persuasion_002	19	5	0	0	1	20	her spirits were not high
persuasion_002	20	7	0	0	2	29	she wanted her to be more known
persuasion_002	21	115	3	3	2	2	she had been repeatedly very earnest in trying to get anne included in the visit to london sensibly open to all the injustice and all the discredit of the selfish arrangements which shut her out and on many lesser occasions had endeavoured to give elizabeth the advantage of her own better judgement and experience but always in vain elizabeth would go her own way and never had she pursued it in more decided opposition to lady russell than in this selection of mrs clay turning from the society of so deserving a sister to bestow her affection and confidence on one who ought to have been nothing to her but the object of distant civility
