chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_041	1	19	1	5	3	16	xli a week was gone since edmund might be supposed in town and fanny had heard nothing of him
mansfield_041	2	28	1	4	4	14	there were three different conclusions to be drawn from his silence between which her mind was in fluctuation each of them at times being held the most probable
mansfield_041	3	29	1	3	3	10	and the consequence was that fanny strange as it was strange awkward and distressing found herself and susan within ten minutes walking towards the high street with mr crawford
mansfield_041	4	16	1	6	1	6	he stopt and ungentlemanlike as he looked fanny was obliged to introduce him to mr crawford
mansfield_041	5	16	0	0	2	12	she could not have a doubt of the manner in which mr crawford must be struck
mansfield_041	6	87	1	1	9	10	he must soon give her up and cease to have the smallest inclination for the match and yet though she had been so much wanting his affection to be cured this was a sort of cure that would be almost as bad as the complaint and i believe there is scarcely a young lady in the united kingdoms who would not rather put up with the misfortune of being sought by a clever agreeable man than have him driven away by the vulgarity of her nearest relations
mansfield_041	7	127	3	2	10	8	the conclusion of the two gentlemen s civilities was an offer of mr price s to take mr crawford into the dockyard which mr crawford desirous of accepting as a favour what was intended as such though he had seen the dockyard again and again and hoping to be so much the longer with fanny was very gratefully disposed to avail himself of if the miss prices were not afraid of the fatigue and as it was somehow or other ascertained or inferred or at least acted upon that they were not at all afraid to the dockyard they were all to go and but for mr crawford mr price would have turned thither directly without the smallest consideration for his daughters errands in the high street
mansfield_041	8	76	5	7	5	7	when mr price and his friend had seen all that they wished or had time for the others were ready to return and in the course of their walk back mr crawford contrived a minute s privacy for telling fanny that his only business in portsmouth was to see her that he was come down for a couple of days on her account and hers only and because he could not endure a longer total separation
mansfield_041	9	89	2	2	11	12	she was sorry really sorry and yet in spite of this and the two or three other things which she wished he had not said she thought him altogether improved since she had seen him he was much more gentle obliging and attentive to other people s feelings than he had ever been at mansfield she had never seen him so agreeable so  near  being agreeable his behaviour to her father could not offend and there was something particularly kind and proper in the notice he took of susan
mansfield_041	10	34	1	3	0	0	her father asked him to do them the honour of taking his mutton with them and fanny had time for only one thrill of horror before he declared himself prevented by a prior engagement
