chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_023	1	8	0	0	1	12	how came she to think of asking fanny
mansfield_023	2	16	0	0	1	6	if you can not do without me ma am said fanny in a self denying tone
mansfield_023	3	54	0	0	6	11	as you please ma am on that head but i meant my father s opinion as to the  propriety  of the invitation s being accepted or not and i think he will consider it a right thing by mrs grant as well as by fanny that being the  first  invitation it should be accepted
mansfield_023	4	30	0	0	1	3	her story began and fanny immediately slipped out of the room for to hear herself the subject of any discussion with her uncle was more than her nerves could bear
mansfield_023	5	24	1	4	5	21	she was anxious she knew more anxious perhaps than she ought to be for what was it after all whether she went or staid
mansfield_023	6	42	2	5	4	10	but if her uncle were to be a great while considering and deciding and with very grave looks and those grave looks directed to her and at last decide against her she might not be able to appear properly submissive and indifferent
mansfield_023	7	6	1	17	0	0	her cause meanwhile went on well
mansfield_023	8	7	0	0	0	0	mrs grant has asked fanny to dinner
mansfield_023	9	7	1	14	0	0	very well then fanny may go edmund
mansfield_023	10	6	0	0	0	0	the good news soon followed her
mansfield_023	11	11	0	0	0	0	edmund knocked at her door in his way to his own
mansfield_023	12	62	2	3	5	8	mrs norris had now so ingeniously done away all mrs grant s part of the favour that fanny who found herself expected to speak could only say that she was very much obliged to her aunt bertram for sparing her and that she was endeavouring to put her aunt s evening work in such a state as to prevent her being missed
mansfield_023	13	13	2	15	0	0	with a significant smile which made fanny quite hate him he said so
mansfield_023	14	35	2	6	3	9	he seemed determined to be answered and fanny averting her face said with a firmer tone than usual as far as  i  am concerned sir i would not have delayed his return for a day
mansfield_023	15	35	1	3	1	3	she had never spoken so much at once to him in her life before and never so angrily to any one and when her speech was over she trembled and blushed at her own daring
mansfield_023	16	31	2	6	3	10	he was surprised but after a few moments silent consideration of her replied in a calmer graver tone and as if the candid result of conviction i believe you are right
mansfield_023	17	29	2	7	1	3	and then turning the conversation he would have engaged her on some other subject but her answers were so shy and reluctant that he could not advance in any
