chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_019	1	28	1	4	3	11	19 while admiral croft was taking this walk with anne and expressing his wish of getting captain wentworth to bath captain wentworth was already on his way thither
persuasion_019	2	19	4	21	1	5	before mrs croft had written he was arrived and the very next time anne walked out she saw him
persuasion_019	3	67	4	6	2	3	it began to rain not much but enough to make shelter desirable for women and quite enough to make it very desirable for miss elliot to have the advantage of being conveyed home in lady dalrymple s carriage which was seen waiting at a little distance she anne and mrs clay therefore turned into molland s while mr elliot stepped to lady dalrymple to request her assistance
persuasion_019	4	18	1	6	2	11	the rain was a mere trifle and anne was most sincere in preferring a walk with mr elliot
persuasion_019	5	79	4	5	6	8	much thicker than miss anne s and in short her civility rendered her quite as anxious to be left to walk with mr elliot as anne could be and it was discussed between them with a generosity so polite and so determined that the others were obliged to settle it for them miss elliot maintaining that mrs clay had a little cold already and mr elliot deciding on appeal that his cousin anne s boots were rather the thickest
persuasion_019	6	41	2	5	2	5	it was fixed accordingly that mrs clay should be of the party in the carriage and they had just reached this point when anne as she sat near the window descried most decidedly and distinctly captain wentworth walking down the street
persuasion_019	7	25	0	0	3	12	her start was perceptible only to herself but she instantly felt that she was the greatest simpleton in the world the most unaccountable and absurd
persuasion_019	8	13	1	8	1	8	for a few minutes she saw nothing before her it was all confusion
persuasion_019	9	38	0	0	2	5	she was lost and when she had scolded back her senses she found the others still waiting for the carriage and mr elliot always obliging just setting off for union street on a commission of mrs clay s
persuasion_019	10	30	1	3	1	3	mutual enquiries on common subjects passed neither of them probably much the wiser for what they heard and anne continuing fully sensible of his being less at ease than formerly
persuasion_019	11	16	0	0	1	6	it did not surprise but it grieved anne to observe that elizabeth would not know him
persuasion_019	12	42	4	10	3	7	at last miss elliot and her friend unattended but by the servant for there was no cousin returned were walking off and captain wentworth watching them turned again to anne and by manner rather than words was offering his services to her
persuasion_019	13	16	2	12	3	19	i am much obliged to you was her answer but i am not going with them
persuasion_019	14	36	3	8	2	6	there was no difference between him and the man who had stood on the steps at lyme admiring anne as she passed except in the air and look and manner of the privileged relation and friend
persuasion_019	15	63	3	5	3	5	he came in with eagerness appeared to see and think only of her apologised for his stay was grieved to have kept her waiting and anxious to get her away without further loss of time and before the rain increased and in another moment they walked off together her arm under his a gentle and embarrassed glance and a good morning to you
persuasion_019	16	11	1	9	1	9	being all that she had time for as she passed away
persuasion_019	17	6	0	0	1	17	anne is too delicate for them
persuasion_019	18	27	3	11	1	4	anne would have been particularly obliged to her cousin if he would have walked by her side all the way to camden place without saying a word
persuasion_019	19	49	0	0	5	10	she had never found it so difficult to listen to him though nothing could exceed his solicitude and care and though his subjects were principally such as were wont to be always interesting praise warm just and discriminating of lady russell and insinuations highly rational against mrs clay
persuasion_019	20	58	1	2	1	2	the following morning anne was out with her friend and for the first hour in an incessant and fearful sort of watch for him in vain but at last in returning down pulteney street she distinguished him on the right hand pavement at such a distance as to have him in view the greater part of the street
persuasion_019	21	22	1	5	1	5	she looked instinctively at lady russell but not from any mad idea of her recognising him so soon as she did herself
persuasion_019	22	16	1	6	0	0	anne sighed and blushed and smiled in pity and disdain either at her friend or herself
persuasion_019	23	29	2	7	1	3	the part which provoked her most was that in all this waste of foresight and caution she should have lost the right moment for seeing whether he saw them
persuasion_019	24	70	1	1	9	13	the theatre or the rooms where he was most likely to be were not fashionable enough for the elliots whose evening amusements were solely in the elegant stupidity of private parties in which they were getting more and more engaged and anne wearied of such a state of stagnation sick of knowing nothing and fancying herself stronger because her strength was not tried was quite impatient for the concert evening
persuasion_019	25	4	0	0	0	0	anne named them all
persuasion_019	26	24	1	4	4	17	anne was startled and confused but after standing in a moment s suspense was obliged and not sorry to be obliged to hurry away
