chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_014	1	57	2	4	5	9	14 though charles and mary had remained at lyme much longer after mr and mrs musgrove s going than anne conceived they could have been at all wanted they were yet the first of the family to be at home again and as soon as possible after their return to uppercross they drove over to the lodge
persuasion_014	2	5	0	0	0	0	anne enquired after captain benwick
persuasion_014	3	8	1	12	1	12	it was all your doing turning to anne
persuasion_014	4	47	1	2	5	11	but mary did not give into it very graciously whether from not considering captain benwick entitled by birth and situation to be in love with an elliot or from not wanting to believe anne a greater attraction to uppercross than herself must be left to be guessed
persuasion_014	5	14	0	0	2	14	anne s good will however was not to be lessened by what she heard
persuasion_014	6	9	0	0	0	0	she boldly acknowledged herself flattered and continued her enquiries
persuasion_014	7	16	2	12	1	6	i declare charles i never heard him mention anne twice all the time i was there
persuasion_014	8	10	1	10	0	0	i declare anne he never talks of you at all
persuasion_014	9	17	1	6	2	12	any acquaintance of anne s will always be welcome to me was lady russell s kind answer
persuasion_014	10	26	1	4	4	15	as to being anne s acquaintance said mary i think he is rather my acquaintance for i have been seeing him every day this last fortnight
persuasion_014	11	6	0	0	0	0	there we differ mary said anne
persuasion_014	12	6	0	0	0	0	so do i anne said charles
persuasion_014	13	15	0	0	2	13	with regard to captain wentworth though anne hazarded no enquiries there was voluntary communication sufficient
persuasion_014	14	20	0	0	5	25	there can be no doubt that lady russell and anne were both occasionally thinking of captain benwick from this time
persuasion_014	15	50	2	4	3	6	lady russell could not hear the door bell without feeling that it might be his herald nor could anne return from any stroll of solitary indulgence in her father s grounds or any visit of charity in the village without wondering whether she might see him or hear of him
persuasion_014	16	23	0	0	2	9	lady russell and anne paid their compliments to them once when anne could not but feel that uppercross was already quite alive again
persuasion_014	17	28	1	4	0	0	anne judging from her own temperament would have deemed such a domestic hurricane a bad restorative of the nerves which louisa s illness must have so greatly shaken
persuasion_014	18	65	4	6	4	6	but mrs musgrove who got anne near her on purpose to thank her most cordially again and again for all her attentions to them concluded a short recapitulation of what she had suffered herself by observing with a happy glance round the room that after all she had gone through nothing was so likely to do her good as a little quiet cheerfulness at home
persuasion_014	19	6	0	0	0	0	anne did not share these feelings
persuasion_014	20	55	4	7	5	9	she persisted in a very determined though very silent disinclination for bath caught the first dim view of the extensive buildings smoking in rain without any wish of seeing them better felt their progress through the streets to be however disagreeable yet too rapid for who would be glad to see her when she arrived
persuasion_014	21	37	1	3	3	8	anne was not animated to an equal pitch by the circumstance but she felt that she would rather see mr elliot again than not which was more than she could say for many other persons in bath
persuasion_014	22	19	2	11	1	5	she was put down in camden place and lady russell then drove to her own lodgings in rivers street
