chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_048	1	93	2	2	9	10	lady bertram could not give her much time or many words but she felt her as fanny s sister to have a claim at mansfield and was ready to kiss and like her and susan was more than satisfied for she came perfectly aware that nothing but ill humour was to be expected from aunt norris and was so provided with happiness so strong in that best of blessings an escape from many certain evils that she could have stood against a great deal more indifference than she met with from the others
mansfield_048	2	108	4	4	7	6	she was now left a good deal to herself to get acquainted with the house and grounds as she could and spent her days very happily in so doing while those who might otherwise have attended to her were shut up or wholly occupied each with the person quite dependent on them at this time for everything like comfort edmund trying to bury his own feelings in exertions for the relief of his brother s and fanny devoted to her aunt bertram returning to every former office with more than former zeal and thinking she could never do enough for one who seemed so much to want her
mansfield_048	3	17	0	0	1	6	to talk over the dreadful business with fanny talk and lament was all lady bertram s consolation
mansfield_048	4	91	2	2	7	8	he was aware of what edmund must be suffering on his own behalf in addition to all the rest when they were in town he had seen or conjectured his feelings and having reason to think that one interview with miss crawford had taken place from which edmund derived only increased distress had been as anxious on that account as on others to get him out of town and had engaged him in taking fanny home to her aunt with a view to his relief and benefit no less than theirs
mansfield_048	5	14	0	0	1	7	for where fanny shall we find a woman whom nature had so richly endowed
mansfield_048	6	13	1	8	0	0	she saw it only as folly and that folly stamped only by exposure
mansfield_048	7	38	2	5	3	8	the want of common discretion of caution his going down to richmond for the whole time of her being at twickenham her putting herself in the power of a servant it was the detection in short oh fanny
mansfield_048	8	13	2	15	1	8	and what said fanny believing herself required to speak what could you say
mansfield_048	9	26	1	4	0	0	she went on began to talk of you yes then she began to talk of you regretting as well she might the loss of such a
mansfield_048	10	5	1	20	0	0	there she spoke very rationally
mansfield_048	11	8	0	0	0	0	but she has always done justice to you
mansfield_048	12	15	1	7	0	0	he has thrown away said she such a woman as he will never see again
mansfield_048	13	27	0	0	6	22	my dearest fanny i am giving you i hope more pleasure than pain by this retrospect of what might have been but what never can be now
mansfield_048	14	4	0	0	0	0	said fanny quite cruel
mansfield_048	15	11	0	0	0	0	i do not consider her as meaning to wound my feelings
mansfield_048	16	33	1	3	1	3	the evil lies yet deeper in her total ignorance unsuspiciousness of there being such feelings in a perversion of mind which made it natural to her to treat the subject as she did
mansfield_048	17	20	3	15	3	15	she was speaking only as she had been used to hear others speak as she imagined everybody else would speak
mansfield_048	18	29	0	0	2	7	she would not voluntarily give unnecessary pain to any one and though i may deceive myself i can not but think that for me for my feelings she would
mansfield_048	19	30	2	7	4	13	after repeating this edmund was so much affected that fanny watching him with silent but most tender concern was almost sorry that the subject had been entered on at all
mansfield_048	20	15	1	7	0	0	i had gone a few steps fanny when i heard the door open behind me
mansfield_048	21	4	0	0	0	0	mr bertram said she
mansfield_048	22	39	4	10	2	5	mr bertram said she with a smile but it was a smile ill suited to the conversation that had passed a saucy playful smile seeming to invite in order to subdue me at least it appeared so to me
