chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_034	1	40	2	5	2	5	34 when they were gone elizabeth as if intending to exasperate herself as much as possible against mr darcy chose for her employment the examination of all the letters which jane had written to her since her being in kent
pride_034	2	21	0	0	2	10	elizabeth noticed every sentence conveying the idea of uneasiness with an attention which it had hardly received on the first perusal
pride_034	3	24	0	0	1	4	mr darcy s shameful boast of what misery he had been able to inflict gave her a keener sense of her sister s sufferings
pride_034	4	53	0	0	4	8	it was some consolation to think that his visit to rosings was to end on the day after the next and a still greater that in less than a fortnight she should herself be with jane again and enabled to contribute to the recovery of her spirits by all that affection could do
pride_034	5	8	1	12	1	12	elizabeth was surprised but said not a word
pride_034	6	22	0	0	0	0	after a silence of several minutes he came towards her in an agitated manner and thus began in vain i have struggled
pride_034	7	6	0	0	1	17	elizabeth s astonishment was beyond expression
pride_034	8	7	1	14	1	14	she stared coloured doubted and was silent
pride_034	9	21	0	0	3	14	this he considered sufficient encouragement and the avowal of all that he felt and had long felt for her immediately followed
pride_034	10	43	0	0	5	12	his sense of her inferiority of its being a degradation of the family obstacles which had always opposed to inclination were dwelt on with a warmth which seemed due to the consequence he was wounding but was very unlikely to recommend his suit
pride_034	11	57	0	0	4	7	in spite of her deeply rooted dislike she could not be insensible to the compliment of such a man s affection and though her intentions did not vary for an instant she was at first sorry for the pain he was to receive till roused to resentment by his subsequent language she lost all compassion in anger
pride_034	12	16	2	12	0	0	she tried however to compose herself to answer him with patience when he should have done
pride_034	13	41	0	0	3	7	he concluded with representing to her the strength of that attachment which in spite of all his endeavours he had found impossible to conquer and with expressing his hope that it would now be rewarded by her acceptance of his hand
pride_034	14	17	2	12	1	6	as he said this she could easily see that he had no doubt of a favourable answer
pride_034	15	48	1	2	3	6	such a circumstance could only exasperate farther and when he ceased the colour rose into her cheeks and she said in such cases as this it is i believe the established mode to express a sense of obligation for the sentiments avowed however unequally they may be returned
pride_034	16	8	0	0	1	12	the pause was to elizabeth s feelings dreadful
pride_034	17	38	2	5	2	5	i might as well enquire replied she why with so evident a desire of offending and insulting me you chose to tell me that you liked me against your will against your reason and even against your character
pride_034	18	22	0	0	1	5	elizabeth disdained the appearance of noticing this civil reflection but its meaning did not escape nor was it likely to conciliate her
pride_034	19	15	0	0	2	13	but it is not merely this affair she continued on which my dislike is founded
pride_034	20	8	0	0	0	0	and of your infliction cried elizabeth with energy
pride_034	21	64	3	5	4	6	elizabeth felt herself growing more angry every moment yet she tried to the utmost to speak with composure when she said you are mistaken mr darcy if you suppose that the mode of your declaration affected me in any other way than as it spared me the concern which i might have felt in refusing you had you behaved in a more gentlemanlike manner
pride_034	22	35	2	6	0	0	she saw him start at this but he said nothing and she continued you could not have made the offer of your hand in any possible way that would have tempted me to accept it
pride_034	23	18	1	6	1	6	again his astonishment was obvious and he looked at her with an expression of mingled incredulity and mortification
pride_034	24	90	1	1	4	4	she went on from the very beginning from the first moment i may almost say of my acquaintance with you your manners impressing me with the fullest belief of your arrogance your conceit and your selfish disdain of the feelings of others were such as to form the groundwork of disapprobation on which succeeding events have built so immovable a dislike and i had not known you a month before i felt that you were the last man in the world whom i could ever be prevailed on to marry
pride_034	25	24	3	12	0	0	and with these words he hastily left the room and elizabeth heard him the next moment open the front door and quit the house
pride_034	26	9	0	0	1	11	the tumult of her mind was now painfully great
pride_034	27	19	1	5	0	0	she knew not how to support herself and from actual weakness sat down and cried for half an hour
pride_034	28	16	1	6	2	12	her astonishment as she reflected on what had passed was increased by every review of it
pride_034	29	11	0	0	0	0	that she should receive an offer of marriage from mr darcy
pride_034	30	13	0	0	1	8	that he should have been in love with her for so many months
pride_034	31	43	1	2	2	5	so much in love as to wish to marry her in spite of all the objections which had made him prevent his friend s marrying her sister and which must appear at least with equal force in his own case was almost incredible
