chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_015	1	4	0	0	1	25	elinor felt equal amazement
sense_015	2	11	0	0	1	9	elinor s uneasiness was at least equal to her mother s
sense_015	3	11	1	9	1	9	she thought of what had just passed with anxiety and distrust
sense_015	4	37	1	3	0	0	willoughby s behaviour in taking leave of them his embarrassment and affectation of cheerfulness and above all his unwillingness to accept her mother s invitation a backwardness so unlike a lover so unlike himself greatly disturbed her
sense_015	5	66	2	3	5	8	one moment she feared that no serious design had ever been formed on his side and the next that some unfortunate quarrel had taken place between him and her sister the distress in which marianne had quitted the room was such as a serious quarrel could most reasonably account for though when she considered what marianne s love for him was a quarrel seemed almost impossible
sense_015	6	27	1	4	2	7	our dear willoughby is now some miles from barton elinor said she as she sat down to work and with how heavy a heart does he travel
sense_015	7	13	1	8	2	15	it was not inclination that he wanted elinor i could plainly see  that 
sense_015	8	40	1	2	3	8	i have explained it to myself in the most satisfactory way but you elinor who love to doubt where you can it will not satisfy  you  i know but you shall not talk  me  out of my trust in it
sense_015	9	8	0	0	0	0	and now elinor what have you to say
sense_015	10	7	0	0	1	14	oh elinor how incomprehensible are your feelings
sense_015	11	15	0	0	1	7	i want no proof of their affection said elinor but of their engagement i do
sense_015	12	9	0	0	2	22	my elinor is it possible to doubt their engagement
sense_015	13	35	1	3	2	6	i confess replied elinor that every circumstance except  one  is in favour of their engagement but that  one  is the total silence of both on the subject and with me it almost outweighs every other
sense_015	14	8	0	0	2	25	i hope not i believe not cried elinor
sense_015	15	35	0	0	4	11	they were interrupted by the entrance of margaret and elinor was then at liberty to think over the representations of her mother to acknowledge the probability of many and hope for the justice of all
