chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_006	1	40	0	0	2	5	6 anne had not wanted this visit to uppercross to learn that a removal from one set of people to another though at a distance of only three miles will often include a total change of conversation opinion and idea
persuasion_006	2	149	2	1	15	10	she had never been staying there before without being struck by it or without wishing that other elliots could have her advantage in seeing how unknown or unconsidered there were the affairs which at kellynch hall were treated as of such general publicity and pervading interest yet with all this experience she believed she must now submit to feel that another lesson in the art of knowing our own nothingness beyond our own circle was become necessary for her for certainly coming as she did with a heart full of the subject which had been completely occupying both houses in kellynch for many weeks she had expected rather more curiosity and sympathy than she found in the separate but very similar remark of mr and mrs musgrove so miss anne sir walter and your sister are gone and what part of bath do you think they will settle in
persuasion_006	3	86	1	1	6	7	charles musgrove was civil and agreeable in sense and temper he was undoubtedly superior to his wife but not of powers or conversation or grace to make the past as they were connected together at all a dangerous contemplation though at the same time anne could believe with lady russell that a more equal match might have greatly improved him and that a woman of real understanding might have given more consequence to his character and more usefulness rationality and elegance to his habits and pursuits
persuasion_006	4	60	2	3	3	5	he had very good spirits which never seemed much affected by his wife s occasional lowness bore with her unreasonableness sometimes to anne s admiration and upon the whole though there was very often a little disagreement in which she had sometimes more share than she wished being appealed to by both parties they might pass for a happy couple
persuasion_006	5	63	1	2	4	6	i could manage them very well if it were not for mary s interference was what anne often heard him say and had a good deal of faith in but when listening in turn to mary s reproach of charles spoils the children so that i can not get them into any order she never had the smallest temptation to say very true
persuasion_006	6	25	1	4	2	8	i am sure anne if you would you might persuade him that i really am very ill a great deal worse than i ever own
persuasion_006	7	15	0	0	1	7	and mrs musgrove took the first opportunity of being alone with anne to say oh
persuasion_006	8	18	0	0	2	11	miss anne i can not help wishing mrs charles had a little of your method with those children
persuasion_006	9	21	2	10	1	5	i assure you miss anne it prevents my wishing to see them at our house so often as i otherwise should
persuasion_006	10	99	3	3	7	7	and on mrs musgrove s side it was i make a rule of never interfering in any of my daughter in law s concerns for i know it would not do but i shall tell you miss anne because you may be able to set things to rights that i have no very good opinion of mrs charles s nursery maid i hear strange stories of her she is always upon the gad and from my own knowledge i can declare she is such a fine dressing lady that she is enough to ruin any servants she comes near
persuasion_006	11	94	4	4	9	10	and one day when anne was walking with only the musgroves one of them after talking of rank people of rank and jealousy of rank said i have no scruple of observing to you how nonsensical some persons are about their place because all the world knows how easy and indifferent you are about it but i wish anybody could give mary a hint that it would be a great deal better if she were not so very tenacious especially if she would not be always putting herself forward to take place of mamma
persuasion_006	12	10	0	0	1	10	how was anne to set all these matters to rights
persuasion_006	13	42	1	2	3	7	she could do little more than listen patiently soften every grievance and excuse each to the other give them all hints of the forbearance necessary between such near neighbours and make those hints broadest which were meant for her sister s benefit
persuasion_006	14	11	0	0	0	0	in all other respects her visit began and proceeded very well
persuasion_006	15	55	1	2	4	7	her own spirits improved by change of place and subject by being removed three miles from kellynch mary s ailments lessened by having a constant companion and their daily intercourse with the other family since there was neither superior affection confidence nor employment in the cottage to be interrupted by it was rather an advantage
persuasion_006	16	90	5	6	2	2	there was a family of cousins within a walk of uppercross in less affluent circumstances who depended on the musgroves for all their pleasures they would come at any time and help play at anything or dance anywhere and anne very much preferring the office of musician to a more active post played country dances to them by the hour together a kindness which always recommended her musical powers to the notice of mr and mrs musgrove more than anything else and often drew this compliment well done miss anne
persuasion_006	17	12	0	0	2	17	michaelmas came and now anne s heart must be in kellynch again
persuasion_006	18	50	0	0	3	6	she could not think of much else on the 29th of september and she had this sympathetic touch in the evening from mary who on having occasion to note down the day of the month exclaimed dear me is not this the day the crofts were to come to kellynch
persuasion_006	19	13	1	8	1	8	anne had very sincerely rejoiced in there being no means of her going
persuasion_006	20	18	2	11	5	28	she wished however to see the crofts and was glad to be within when the visit was returned
persuasion_006	21	81	3	4	4	5	they came the master of the house was not at home but the two sisters were together and as it chanced that mrs croft fell to the share of anne while the admiral sat by mary and made himself very agreeable by his good humoured notice of her little boys she was well able to watch for a likeness and if it failed her in the features to catch it in the voice or in the turn of sentiment and expression
persuasion_006	22	64	0	0	4	6	anne gave her credit indeed for feelings of great consideration towards herself in all that related to kellynch and it pleased her especially as she had satisfied herself in the very first half minute in the instant even of introduction that there was not the smallest symptom of any knowledge or suspicion on mrs croft s side to give a bias of any sort
persuasion_006	23	18	0	0	1	6	anne hoped she had outlived the age of blushing but the age of emotion she certainly had not
persuasion_006	24	73	5	7	5	7	he was cut short by the eager attacks of the little boys clinging to him like an old friend and declaring he should not go and being too much engrossed by proposals of carrying them away in his coat pockets c to have another moment for finishing or recollecting what he had begun anne was left to persuade herself as well as she could that the same brother must still be in question
persuasion_006	25	36	0	0	4	11	she could not however reach such a degree of certainty as not to be anxious to hear whether anything had been said on the subject at the other house where the crofts had previously been calling
persuasion_006	26	79	1	1	3	4	to hear them talking so much of captain wentworth repeating his name so often puzzling over past years and at last ascertaining that it might that it probably would turn out to be the very same captain wentworth whom they recollected meeting once or twice after their coming back from clifton a very fine young man but they could not say whether it was seven or eight years ago was a new sort of trial to anne s nerves
persuasion_006	27	13	0	0	2	15	she found however that it was one to which she must inure herself
persuasion_006	28	18	0	0	3	17	since he actually was expected in the country she must teach herself to be insensible on such points
