chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_036	1	25	0	0	1	4	the promised visit from her friend as edmund called miss crawford was a formidable threat to fanny and she lived in continual terror of it
mansfield_036	2	34	0	0	1	3	as a sister so partial and so angry and so little scrupulous of what she said and in another light so triumphant and secure she was in every way an object of painful alarm
mansfield_036	3	32	1	3	2	6	her displeasure her penetration and her happiness were all fearful to encounter and the dependence of having others present when they met was fanny s only support in looking forward to it
mansfield_036	4	43	3	7	2	5	she was determined to see fanny alone and therefore said to her tolerably soon in a low voice i must speak to you for a few minutes somewhere words that fanny felt all over her in all her pulses and all her nerves
mansfield_036	5	21	1	5	0	0	her habits of ready submission on the contrary made her almost instantly rise and lead the way out of the room
mansfield_036	6	10	0	0	1	10	she did it with wretched feelings but it was inevitable
mansfield_036	7	23	1	4	1	4	she immediately shook her head at fanny with arch yet affectionate reproach and taking her hand seemed hardly able to help beginning directly
mansfield_036	8	8	0	0	0	0	she said nothing however but sad sad girl
mansfield_036	9	62	2	3	3	5	i have had a little fit since i came into this room as you may perceive said she presently with a playful smile but it is over now so let us sit down and be comfortable for as to scolding you fanny which i came fully intending to do i have not the heart for it when it comes to the point
mansfield_036	10	8	0	0	0	0	and embracing her very affectionately good gentle fanny
mansfield_036	11	45	2	4	5	11	i will not say replied fanny that i was not half afraid at the time of its being so for there was something in your look that frightened me but not at first i was as unsuspicious of it at first indeed indeed i was
mansfield_036	12	27	1	4	3	11	he was evidently oppressed and fanny must grieve for him though hoping she might never see him again till he were the husband of some other woman
