chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
northanger_027	1	51	1	2	4	8	26 from this time the subject was frequently canvassed by the three young people and catherine found with some surprise that her two young friends were perfectly agreed in considering isabella s want of consequence and fortune as likely to throw great difficulties in the way of her marrying their brother
northanger_027	2	15	0	0	2	13	henry was greatly honoured and very happy and catherine was quite delighted with the scheme
northanger_027	3	104	1	1	13	12	a ball itself could not have been more welcome to catherine than this little excursion so strong was her desire to be acquainted with woodston and her heart was still bounding with joy when henry about an hour afterwards came booted and greatcoated into the room where she and eleanor were sitting and said i am come young ladies in a very moralizing strain to observe that our pleasures in this world are always to be paid for and that we often purchase them at a great disadvantage giving ready monied actual happiness for a draft on the future that may not be honoured
northanger_027	4	7	0	0	1	14	said catherine with a very long face
northanger_027	5	40	2	5	5	12	he went and it being at any time a much simpler operation to catherine to doubt her own judgment than henry s she was very soon obliged to give him credit for being right however disagreeable to her his going
northanger_027	6	13	0	0	0	0	but the inexplicability of the general s conduct dwelt much on her thoughts
northanger_027	7	35	0	0	2	6	that he was very particular in his eating she had by her own unassisted observation already discovered but why he should say one thing so positively and mean another all the while was most unaccountable
northanger_027	8	28	0	0	3	11	this was the sad finale of every reflection and captain tilney s letter would certainly come in his absence and wednesday she was very sure would be wet
northanger_027	9	21	0	0	0	0	her brother so unhappy and her loss in isabella so great and eleanor s spirits always affected by henry s absence
northanger_027	10	10	0	0	1	10	it came it was fine and catherine trod on air
northanger_027	11	72	3	4	7	10	catherine was ashamed to say how pretty she thought it as the general seemed to think an apology necessary for the flatness of the country and the size of the village but in her heart she preferred it to any place she had ever been at and looked with great admiration at every neat house above the rank of a cottage and at all the little chandler s shops which they passed
northanger_027	12	47	2	4	4	9	catherine s mind was too full as she entered the house for her either to observe or to say a great deal and till called on by the general for her opinion of it she had very little idea of the room in which she was sitting
northanger_027	13	36	1	3	2	6	upon looking round it then she perceived in a moment that it was the most comfortable room in the world but she was too guarded to say so and the coldness of her praise disappointed him
northanger_027	14	10	0	0	1	10	we are not calling it a good house said he
northanger_027	15	58	0	0	4	7	catherine did not hear enough of this speech to understand or be pained by it and other subjects being studiously brought forward and supported by henry at the same time that a tray full of refreshments was introduced by his servant the general was shortly restored to his complacency and catherine to all her usual ease of spirits
northanger_027	16	78	3	4	5	6	the room in question was of a commodious well proportioned size and handsomely fitted up as a dining parlour and on their quitting it to walk round the grounds she was shown first into a smaller apartment belonging peculiarly to the master of the house and made unusually tidy on the occasion and afterwards into what was to be the drawing room with the appearance of which though unfurnished catherine was delighted enough even to satisfy the general
northanger_027	17	41	0	0	2	5	it was a prettily shaped room the windows reaching to the ground and the view from them pleasant though only over green meadows and she expressed her admiration at the moment with all the honest simplicity with which she felt it
northanger_027	18	44	0	0	2	5	such a compliment recalled all catherine s consciousness and silenced her directly and though pointedly applied to by the general for her choice of the prevailing colour of the paper and hangings nothing like an opinion on the subject could be drawn from her
northanger_027	19	85	1	1	6	7	the influence of fresh objects and fresh air however was of great use in dissipating these embarrassing associations and having reached the ornamental part of the premises consisting of a walk round two sides of a meadow on which henry s genius had begun to act about half a year ago she was sufficiently recovered to think it prettier than any pleasure ground she had ever been in before though there was not a shrub in it higher than the green bench in the corner
northanger_027	20	51	1	2	2	4	a saunter into other meadows and through part of the village with a visit to the stables to examine some improvements and a charming game of play with a litter of puppies just able to roll about brought them to four o clock when catherine scarcely thought it could be three
northanger_027	21	39	1	3	4	10	she could not but observe that the abundance of the dinner did not seem to create the smallest astonishment in the general nay that he was even looking at the side table for cold meat which was not there
northanger_027	22	74	3	4	4	5	at six o clock the general having taken his coffee the carriage again received them and so gratifying had been the tenor of his conduct throughout the whole visit so well assured was her mind on the subject of his expectations that could she have felt equally confident of the wishes of his son catherine would have quitted woodston with little anxiety as to the how or the when she might return to it
