chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_020	1	34	1	3	3	9	said she seating herself between elinor and marianne for it is so bad a day i was afraid you might not come which would be a shocking thing as we go away again tomorrow
sense_020	2	7	0	0	0	0	said she in a whisper to elinor
sense_020	3	28	0	0	4	14	elinor was not inclined after a little observation to give him credit for being so genuinely and unaffectedly ill natured or ill bred as he wished to appear
sense_020	4	16	0	0	0	0	elinor could hardly keep her countenance as she assented to the hardship of such an obligation
sense_020	5	23	1	4	1	4	she surprised elinor very much as they returned into the drawing room by asking her whether she did not like mr palmer excessively
sense_020	6	7	0	0	2	29	certainly said elinor he seems very agreeable
sense_020	7	19	1	5	1	5	elinor was again obliged to decline her invitation and by changing the subject put a stop to her entreaties
sense_020	8	63	0	0	5	8	she thought it probable that as they lived in the same county mrs palmer might be able to give some more particular account of willoughby s general character than could be gathered from the middletons partial acquaintance with him and she was eager to gain from any one such a confirmation of his merits as might remove the possibility of fear from marianne
sense_020	9	25	2	8	1	4	upon my word replied elinor you know much more of the matter than i do if you have any reason to expect such a match
sense_020	10	2	0	0	0	0	said elinor
