chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_013	1	61	0	0	2	3	13 the remainder of anne s time at uppercross comprehending only two days was spent entirely at the mansion house and she had the satisfaction of knowing herself extremely useful there both as an immediate companion and as assisting in all those arrangements for the future which in mr and mrs musgrove s distressed state of spirits would have been difficulties
persuasion_013	2	29	0	0	5	17	vague wishes of getting sarah thither had occurred before to mrs musgrove and henrietta but without anne it would hardly have been resolved on and found practicable so soon
persuasion_013	3	14	1	7	1	7	anne was to leave them on the morrow an event which they all dreaded
persuasion_013	4	6	0	0	0	0	what should they do without her
persuasion_013	5	38	2	5	3	8	and so much was said in this way that anne thought she could not do better than impart among them the general inclination to which she was privy and persuaded them all to go to lyme at once
persuasion_013	6	36	2	6	3	8	she had little difficulty it was soon determined that they would go go to morrow fix themselves at the inn or get into lodgings as it suited and there remain till dear louisa could be moved
persuasion_013	7	87	1	1	7	8	they must be taking off some trouble from the good people she was with they might at least relieve mrs harville from the care of her own children and in short they were so happy in the decision that anne was delighted with what she had done and felt that she could not spend her last morning at uppercross better than in assisting their preparations and sending them off at an early hour though her being left to the solitary range of the house was the consequence
persuasion_013	8	38	0	0	2	5	she was the last excepting the little boys at the cottage she was the very last the only remaining one of all that had filled and animated both houses of all that had given uppercross its cheerful character
persuasion_013	9	44	1	2	4	9	a few months hence and the room now so deserted occupied but by her silent pensive self might be filled again with all that was happy and gay all that was glowing and bright in prosperous love all that was most unlike anne elliot
persuasion_013	10	14	2	14	0	0	anne had never entered kellynch since her quitting lady russell s house in september
persuasion_013	11	28	1	4	3	11	it had not been necessary and the few occasions of its being possible for her to go to the hall she had contrived to evade and escape from
persuasion_013	12	25	2	8	1	4	her first return was to resume her place in the modern and elegant apartments of the lodge and to gladden the eyes of its mistress
persuasion_013	13	55	2	4	5	9	but happily either anne was improved in plumpness and looks or lady russell fancied her so and anne in receiving her compliments on the occasion had the amusement of connecting them with the silent admiration of her cousin and of hoping that she was to be blessed with a second spring of youth and beauty
persuasion_013	14	13	0	0	1	8	when they came to converse she was soon sensible of some mental change
persuasion_013	15	33	1	3	5	15	the subjects of which her heart had been full on leaving kellynch and which she had felt slighted and been compelled to smother among the musgroves were now become but of secondary interest
persuasion_013	16	13	0	0	0	0	she had lately lost sight even of her father and sister and bath
persuasion_013	17	106	3	3	9	8	their concerns had been sunk under those of uppercross and when lady russell reverted to their former hopes and fears and spoke her satisfaction in the house in camden place which had been taken and her regret that mrs clay should still be with them anne would have been ashamed to have it known how much more she was thinking of lyme and louisa musgrove and all her acquaintance there how much more interesting to her was the home and the friendship of the harvilles and captain benwick than her own father s house in camden place or her own sister s intimacy with mrs clay
persuasion_013	18	12	0	0	1	8	anne was conscious of not doing it so well as lady russell
persuasion_013	19	51	1	2	6	12	lady russell had only to listen composedly and wish them happy but internally her heart revelled in angry pleasure in pleased contempt that the man who at twenty three had seemed to understand somewhat of the value of an anne elliot should eight years afterwards be charmed by a louisa musgrove
persuasion_013	20	44	2	5	1	2	the first three or four days passed most quietly with no circumstance to mark them excepting the receipt of a note or two from lyme which found their way to anne she could not tell how and brought a rather improving account of louisa
persuasion_013	21	15	1	7	0	0	anne have you courage to go with me and pay a visit in that house
persuasion_013	22	40	0	0	5	12	anne did not shrink from it on the contrary she truly felt as she said in observing i think you are very likely to suffer the most of the two your feelings are less reconciled to the change than mine
persuasion_013	23	89	2	2	6	7	she could have said more on the subject for she had in fact so high an opinion of the crofts and considered her father so very fortunate in his tenants felt the parish to be so sure of a good example and the poor of the best attention and relief that however sorry and ashamed for the necessity of the removal she could not but in conscience feel that they were gone who deserved not to stay and that kellynch hall had passed into better hands than its owners
persuasion_013	24	19	0	0	0	0	in such moments anne had no power of saying to herself these rooms ought to belong only to us
persuasion_013	25	28	1	4	2	7	no except when she thought of her mother and remembered where she had been used to sit and preside she had no sigh of that description to heave
persuasion_013	26	86	2	2	3	3	the sad accident at lyme was soon the prevailing topic and on comparing their latest accounts of the invalid it appeared that each lady dated her intelligence from the same hour of yestermorn that captain wentworth had been in kellynch yesterday the first time since the accident had brought anne the last note which she had not been able to trace the exact steps of had staid a few hours and then returned again to lyme and without any present intention of quitting it any more
persuasion_013	27	31	1	3	2	6	he had enquired after her she found particularly had expressed his hope of miss elliot s not being the worse for her exertions and had spoken of those exertions as great
persuasion_013	28	18	0	0	2	11	admiral croft s manners were not quite of the tone to suit lady russell but they delighted anne
persuasion_013	29	10	0	0	1	10	anne finding she might decline it did so very gratefully
persuasion_013	30	72	3	4	6	8	anne amused in spite of herself was rather distressed for an answer and the admiral fearing he might not have been civil enough took up the subject again to say the next time you write to your good father miss elliot pray give him my compliments and mrs croft s and say that we are settled here quite to our liking and have no fault at all to find with the place
persuasion_013	31	22	1	5	0	0	so ended all danger to anne of meeting captain wentworth at kellynch hall or of seeing him in company with her friend
persuasion_013	32	18	1	6	2	11	everything was safe enough and she smiled over the many anxious feelings she had wasted on the subject
