chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_036	1	23	0	0	2	9	though nothing could be more polite than lady middleton s behaviour to elinor and marianne she did not really like them at all
sense_036	2	52	1	2	2	4	but this conciliation was not granted for though she often threw out expressions of pity for her sister to elinor and more than once dropt a reflection on the inconstancy of beaux before marianne no effect was produced but a look of indifference from the former or of disgust in the latter
sense_036	3	49	2	4	3	6	as elinor was neither musical nor affecting to be so she made no scruple of turning her eyes from the grand pianoforte whenever it suited her and unrestrained even by the presence of a harp and violoncello would fix them at pleasure on any other object in the room
sense_036	4	29	1	3	0	0	in one of these excursive glances she perceived among a group of young men the very he who had given them a lecture on toothpick cases at gray s
sense_036	5	43	2	5	2	5	she perceived him soon afterwards looking at herself and speaking familiarly to her brother and had just determined to find out his name from the latter when they both came towards her and mr dashwood introduced him to her as mr robert ferrars
sense_036	6	38	3	8	2	5	he addressed her with easy civility and twisted his head into a bow which assured her as plainly as words could have done that he was exactly the coxcomb she had heard him described to be by lucy
sense_036	7	36	0	0	2	6	elinor would not oppose his opinion because whatever might be her general estimation of the advantage of a public school she could not think of edward s abode in mr pratt s family with any satisfaction
sense_036	8	25	0	0	1	4	elinor set him right as to its situation and it seemed rather surprising to him that anybody could live in devonshire without living near dawlish
sense_036	9	17	1	6	1	6	elinor agreed to it all for she did not think he deserved the compliment of rational opposition
sense_036	10	54	2	4	2	4	he saw the necessity of inviting the miss steeles immediately and his conscience was pacified by the resolution of inviting his sisters another year at the same time however slyly suspecting that another year would make the invitation needless by bringing elinor to town as colonel brandon s wife and marianne as  their  visitor
sense_036	11	76	2	3	5	7	when the note was shown to elinor as it was within ten minutes after its arrival it gave her for the first time some share in the expectations of lucy for such a mark of uncommon kindness vouchsafed on so short an acquaintance seemed to declare that the good will towards her arose from something more than merely malice against herself and might be brought by time and address to do every thing that lucy wished
sense_036	12	22	0	0	0	0	the miss steeles removed to harley street and all that reached elinor of their influence there strengthened her expectation of the event
