chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_047	1	31	0	0	3	10	but it was neither in elinor s power nor in her wish to rouse such feelings in another by her retailed explanation as had at first been called forth in herself
sense_047	2	47	1	2	4	9	reflection had given calmness to her judgment and sobered her own opinion of willoughby s deserts she wished therefore to declare only the simple truth and lay open such facts as were really due to his character without any embellishment of tenderness to lead the fancy astray
sense_047	3	30	0	0	1	3	mrs dashwood would have interrupted her instantly with soothing tenderness had not elinor who really wished to hear her sister s unbiased opinion by an eager sign engaged her silence
sense_047	4	26	1	4	2	8	marianne slowly continued it is a great relief to me what elinor told me this morning i have now heard exactly what i wished to hear
sense_047	5	28	1	4	3	11	for some moments her voice was lost but recovering herself she added and with greater calmness than before i am now perfectly satisfied i wish for no change
sense_047	6	20	0	0	1	5	i never could have been happy with him after knowing as sooner or later i must have known all this
sense_047	7	9	0	0	0	0	i know it i know it cried her mother
sense_047	8	72	0	0	3	4	you consider the matter said elinor exactly as a good mind and a sound understanding must consider it and i dare say you perceive as well as myself not only in this but in many other circumstances reason enough to be convinced that your marriage must have involved you in many certain troubles and disappointments in which you would have been poorly supported by an affection on his side much less certain
sense_047	9	21	1	5	1	5	the whole of his behaviour replied elinor from the beginning to the end of the affair has been grounded on selfishness
sense_047	10	10	0	0	0	0	at present continued elinor he regrets what he has done
sense_047	11	71	0	0	4	6	marianne would not let her proceed and elinor satisfied that each felt their own error wished to avoid any survey of the past that might weaken her sister s spirits she therefore pursuing the first subject immediately continued  one  observation may i think be fairly drawn from the whole of the story that all willoughby s difficulties have arisen from the first offence against virtue in his behaviour to eliza williams
sense_047	12	53	2	4	2	4	elinor according to her expectation saw on the two or three following days that marianne did not continue to gain strength as she had done but while her resolution was unsubdued and she still tried to appear cheerful and easy her sister could safely trust to the effect of time upon her health
sense_047	13	8	0	0	1	12	elinor grew impatient for some tidings of edward
sense_047	14	22	1	5	0	0	she had heard nothing of him since her leaving london nothing new of his plans nothing certain even of his present abode
sense_047	15	77	3	4	5	6	some letters had passed between her and her brother in consequence of marianne s illness and in the first of john s there had been this sentence we know nothing of our unfortunate edward and can make no enquiries on so prohibited a subject but conclude him to be still at oxford which was all the intelligence of edward afforded her by the correspondence for his name was not even mentioned in any of the succeeding letters
sense_047	16	22	2	9	0	0	marianne gave a violent start fixed her eyes upon elinor saw her turning pale and fell back in her chair in hysterics
sense_047	17	50	1	2	2	4	mrs dashwood whose eyes as she answered the servant s inquiry had intuitively taken the same direction was shocked to perceive by elinor s countenance how much she really suffered and a moment afterwards alike distressed by marianne s situation knew not on which child to bestow her principal attention
sense_047	18	55	2	4	2	4	by that time marianne was rather better and her mother leaving her to the care of margaret and the maid returned to elinor who though still much disordered had so far recovered the use of her reason and voice as to be just beginning an inquiry of thomas as to the source of his intelligence
sense_047	19	23	0	0	0	0	mrs dashwood immediately took all that trouble on herself and elinor had the benefit of the information without the exertion of seeking it
sense_047	20	20	1	5	2	10	elinor s heart could easily account for his not putting himself forward and mrs dashwood probably found the same explanation
sense_047	21	15	1	7	1	7	mrs dashwood now looked at her daughter but elinor knew better than to expect them
sense_047	22	20	0	0	1	5	she recognised the whole of lucy in the message and was very confident that edward would never come near them
sense_047	23	9	1	11	1	11	elinor looked as if she wished to hear more
sense_047	24	55	1	2	4	7	mrs dashwood s and elinor s appetites were equally lost and margaret might think herself very well off that with so much uneasiness as both her sisters had lately experienced so much reason as they had often had to be careless of their meals she had never been obliged to go without her dinner before
sense_047	25	28	1	4	3	11	when the dessert and the wine were arranged and mrs dashwood and elinor were left by themselves they remained long together in a similarity of thoughtfulness and silence
sense_047	26	44	0	0	2	5	she now found that she had erred in relying on elinor s representation of herself and justly concluded that every thing had been expressly softened at the time to spare her from an increase of unhappiness suffering as she then had suffered for marianne
sense_047	27	60	0	0	2	3	she feared that under this persuasion she had been unjust inattentive nay almost unkind to her elinor that marianne s affliction because more acknowledged more immediately before her had too much engrossed her tenderness and led her away to forget that in elinor she might have a daughter suffering almost as much certainly with less self provocation and greater fortitude
