chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_040	1	54	0	0	2	4	that a girl of fourteen acting only on her own unassisted reason should err in the method of reform was not wonderful and fanny soon became more disposed to admire the natural light of the mind which could so early distinguish justly than to censure severely the faults of conduct to which it led
mansfield_040	2	78	2	3	10	13	it was made however at last a silver knife was bought for betsey and accepted with great delight its newness giving it every advantage over the other that could be desired susan was established in the full possession of her own betsey handsomely declaring that now she had got one so much prettier herself she should never want  that  again and no reproach seemed conveyed to the equally satisfied mother which fanny had almost feared to be impossible
mansfield_040	3	30	1	3	2	7	by sitting together upstairs they avoided a great deal of the disturbance of the house fanny had peace and susan learned to think it no misfortune to be quietly employed
mansfield_040	4	27	1	4	1	4	they sat without a fire but that was a privation familiar even to fanny and she suffered the less because reminded by it of the east room
mansfield_040	5	33	0	0	2	6	in space light furniture and prospect there was nothing alike in the two apartments and she often heaved a sigh at the remembrance of all her books and boxes and various comforts there
mansfield_040	6	47	1	2	1	2	by degrees the girls came to spend the chief of the morning upstairs at first only in working and talking but after a few days the remembrance of the said books grew so potent and stimulative that fanny found it impossible not to try for books again
mansfield_040	7	25	0	0	3	12	there were none in her father s house but wealth is luxurious and daring and some of hers found its way to a circulating library
mansfield_040	8	27	0	0	2	7	she became a subscriber amazed at being anything  in propria persona  amazed at her own doings in every way to be a renter a chuser of books
mansfield_040	9	13	0	0	1	8	and to be having any one s improvement in view in her choice
mansfield_040	10	31	0	0	3	10	susan had read nothing and fanny longed to give her a share in her own first pleasures and inspire a taste for the biography and poetry which she delighted in herself
mansfield_040	11	62	1	2	6	10	in this occupation she hoped moreover to bury some of the recollections of mansfield which were too apt to seize her mind if her fingers only were busy and especially at this time hoped it might be useful in diverting her thoughts from pursuing edmund to london whither on the authority of her aunt s last letter she knew he was gone
mansfield_040	12	8	0	0	1	12	she had no doubt of what would ensue
mansfield_040	13	8	0	0	1	12	the promised notification was hanging over her head
