chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_028	1	54	2	4	5	9	28 every object in the next day s journey was new and interesting to elizabeth and her spirits were in a state of enjoyment for she had seen her sister looking so well as to banish all fear for her health and the prospect of her northern tour was a constant source of delight
pride_028	2	14	1	7	0	0	elizabeth smiled at the recollection of all that she had heard of its inhabitants
pride_028	3	25	0	0	3	12	mrs collins welcomed her friend with the liveliest pleasure and elizabeth was more and more satisfied with coming when she found herself so affectionately received
pride_028	4	42	1	2	3	7	she saw instantly that her cousin s manners were not altered by his marriage his formal civility was just what it had been and he detained her some minutes at the gate to hear and satisfy his enquiries after all her family
pride_028	5	50	4	8	4	8	elizabeth was prepared to see him in his glory and she could not help in fancying that in displaying the good proportion of the room its aspect and its furniture he addressed himself particularly to her as if wishing to make her feel what she had lost in refusing him
pride_028	6	39	1	3	3	8	but though everything seemed neat and comfortable she was not able to gratify him by any sigh of repentance and rather looked with wonder at her friend that she could have so cheerful an air with such a companion
pride_028	7	38	0	0	3	8	to work in this garden was one of his most respectable pleasures and elizabeth admired the command of countenance with which charlotte talked of the healthfulness of the exercise and owned she encouraged it as much as possible
pride_028	8	29	0	0	2	7	it was rather small but well built and convenient and everything was fitted up and arranged with a neatness and consistency of which elizabeth gave charlotte all the credit
pride_028	9	30	0	0	5	17	when mr collins could be forgotten there was really an air of great comfort throughout and by charlotte s evident enjoyment of it elizabeth supposed he must be often forgotten
pride_028	10	12	0	0	1	8	she had already learnt that lady catherine was still in the country
pride_028	11	61	5	8	3	5	the evening was spent chiefly in talking over hertfordshire news and telling again what had already been written and when it closed elizabeth in the solitude of her chamber had to meditate upon charlotte s degree of contentment to understand her address in guiding and composure in bearing with her husband and to acknowledge that it was all done very well
pride_028	12	41	2	5	2	5	elizabeth asked questions in vain maria would tell her nothing more and down they ran into the dining room which fronted the lane in quest of this wonder it was two ladies stopping in a low phaeton at the garden gate
pride_028	13	2	0	0	0	0	cried elizabeth
pride_028	14	10	0	0	2	20	i like her appearance said elizabeth struck with other ideas
pride_028	15	5	1	20	0	0	she looks sickly and cross
pride_028	16	8	0	0	0	0	yes she will do for him very well
pride_028	17	8	1	12	0	0	she will make him a very proper wife
pride_028	18	46	2	4	2	4	mr collins and charlotte were both standing at the gate in conversation with the ladies and sir william to elizabeth s high diversion was stationed in the doorway in earnest contemplation of the greatness before him and constantly bowing whenever miss de bourgh looked that way
