chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_053	1	43	1	2	3	7	53 mr wickham was so perfectly satisfied with this conversation that he never again distressed himself or provoked his dear sister elizabeth by introducing the subject of it and she was pleased to find that she had said enough to keep him quiet
pride_053	2	13	1	8	1	8	this is the consequence you see madam of marrying a daughter said elizabeth
pride_053	3	47	4	9	2	4	it was many months since she had mentioned his name to elizabeth but now as soon as they were alone together she said i saw you look at me to day lizzy when my aunt told us of the present report and i know i appeared distressed
pride_053	4	9	1	11	0	0	elizabeth did not know what to make of it
pride_053	5	57	1	2	4	7	had she not seen him in derbyshire she might have supposed him capable of coming there with no other view than what was acknowledged but she still thought him partial to jane and she wavered as to the greater probability of his coming there  with  his friend s permission or being bold enough to come without it
pride_053	6	31	1	3	3	10	in spite of what her sister declared and really believed to be her feelings in the expectation of his arrival elizabeth could easily perceive that her spirits were affected by it
pride_053	7	12	1	8	1	8	they were more disturbed more unequal than she had often seen them
pride_053	8	19	1	5	3	16	i wish i could say anything to comfort you replied elizabeth but it is wholly out of my power
pride_053	9	33	5	15	0	0	jane resolutely kept her place at the table but elizabeth to satisfy her mother went to the window she looked she saw mr darcy with him and sat down again by her sister
pride_053	10	8	1	12	0	0	jane looked at elizabeth with surprise and concern
pride_053	11	37	1	3	2	5	but elizabeth had sources of uneasiness which could not be suspected by jane to whom she had never yet had courage to shew mrs gardiner s letter or to relate her own change of sentiment towards him
pride_053	12	14	1	7	1	7	jane looked a little paler than usual but more sedate than elizabeth had expected
pride_053	13	32	0	0	0	0	on the gentlemen s appearing her colour increased yet she received them with tolerable ease and with a propriety of behaviour equally free from any symptom of resentment or any unnecessary complaisance
pride_053	14	26	1	4	0	0	elizabeth said as little to either as civility would allow and sat down again to her work with an eagerness which it did not often command
pride_053	15	8	1	12	0	0	she had ventured only one glance at darcy
pride_053	16	26	3	12	2	8	he looked serious as usual and she thought more as he had been used to look in hertfordshire than as she had seen him at pemberley
pride_053	17	19	0	0	2	11	but perhaps he could not in her mother s presence be what he was before her uncle and aunt
pride_053	18	20	3	15	0	0	bingley she had likewise seen for an instant and in that short period saw him looking both pleased and embarrassed
pride_053	19	35	0	0	1	3	elizabeth particularly who knew that her mother owed to the latter the preservation of her favourite daughter from irremediable infamy was hurt and distressed to a most painful degree by a distinction so ill applied
pride_053	20	23	1	4	0	0	darcy after enquiring of her how mr and mrs gardiner did a question which she could not answer without confusion said scarcely anything
pride_053	21	7	0	0	0	0	elizabeth dared not lift up her eyes
pride_053	22	9	2	22	0	0	how mr darcy looked therefore she could not tell
pride_053	23	23	0	0	3	13	elizabeth who knew this to be levelled at mr darcy was in such misery of shame that she could hardly keep her seat
pride_053	24	33	2	6	0	0	it drew from her however the exertion of speaking which nothing else had so effectually done before and she asked bingley whether he meant to make any stay in the country at present
pride_053	25	31	0	0	1	3	when you have killed all your own birds mr bingley said her mother i beg you will come here and shoot as many as you please on mr bennet s manor
pride_053	26	10	0	0	1	10	elizabeth s misery increased at such unnecessary such officious attention
pride_053	27	29	1	3	3	10	were the same fair prospect to arise at present as had flattered them a year ago every thing she was persuaded would be hastening to the same vexatious conclusion
pride_053	28	22	1	5	1	5	at that instant she felt that years of happiness could not make jane or herself amends for moments of such painful confusion
