chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
emma_027	1	12	1	8	0	0	ix emma did not repent her condescension in going to the coles
emma_027	2	35	0	0	3	9	the visit afforded her many pleasant recollections the next day and all that she might be supposed to have lost on the side of dignified seclusion must be amply repaid in the splendour of popularity
emma_027	3	14	1	7	2	14	she must have delighted the coles worthy people who deserved to be made happy
emma_027	4	12	1	8	0	0	and left a name behind her that would not soon die away
emma_027	5	20	0	0	3	15	perfect happiness even in memory is not common and there were two points on which she was not quite easy
emma_027	6	25	0	0	2	8	she doubted whether she had not transgressed the duty of woman by woman in betraying her suspicions of jane fairfax s feelings to frank churchill
emma_027	7	49	3	6	5	10	it was hardly right but it had been so strong an idea that it would escape her and his submission to all that she told was a compliment to her penetration which made it difficult for her to be quite certain that she ought to have held her tongue
emma_027	8	17	1	6	1	6	emma was obliged to ask what they had told her though fearful of its producing mr elton
emma_027	9	23	1	4	1	4	i do not know what she meant but she asked me if i thought i should go and stay there again next summer
emma_027	10	14	0	0	2	14	she meant to be impertinently curious just as such an anne cox should be
emma_027	11	11	0	0	2	18	she said he was very agreeable the day he dined there
emma_027	12	6	1	17	0	0	he sat by her at dinner
emma_027	13	9	1	11	1	11	emma thought it most prudent to go with her
emma_027	14	16	0	0	2	12	another accidental meeting with the martins was possible and in her present state would be dangerous
emma_027	15	37	2	5	3	8	harriet tempted by every thing and swayed by half a word was always very long at a purchase and while she was still hanging over muslins and changing her mind emma went to the door for amusement
emma_027	16	123	3	2	6	5	much could not be hoped from the traffic of even the busiest part of highbury mr perry walking hastily by mr william cox letting himself in at the office door mr cole s carriage horses returning from exercise or a stray letter boy on an obstinate mule were the liveliest objects she could presume to expect and when her eyes fell only on the butcher with his tray a tidy old woman travelling homewards from shop with her full basket two curs quarrelling over a dirty bone and a string of dawdling children round the baker s little bow window eyeing the gingerbread she knew she had no reason to complain and was amused enough quite enough still to stand at the door
emma_027	17	32	1	3	2	6	they were stopping however in the first place at mrs bates s whose house was a little nearer randalls than ford s and had all but knocked when emma caught their eye
emma_027	18	26	0	0	2	8	immediately they crossed the road and came forward to her and the agreeableness of yesterday s engagement seemed to give fresh pleasure to the present meeting
emma_027	19	18	0	0	2	11	i am here on no business of my own said emma i am only waiting for my friend
emma_027	20	12	1	8	0	0	she will probably have soon done and then we shall go home
emma_027	21	9	1	11	1	11	i do not believe any such thing replied emma
emma_027	22	56	3	5	4	7	emma watched them in and then joined harriet at the interesting counter trying with all the force of her own mind to convince her that if she wanted plain muslin it was of no use to look at figured and that a blue ribbon be it ever so beautiful would still never match her yellow pattern
emma_027	23	35	0	0	1	3	emma would be very happy to wait on mrs bates c and they did at last move out of the shop with no farther delay from miss bates than how do you do mrs ford
emma_027	24	11	0	0	1	9	emma wondered on what of all the medley she would fix
