chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_017	1	25	1	4	2	8	17 while sir walter and elizabeth were assiduously pushing their good fortune in laura place anne was renewing an acquaintance of a very different description
persuasion_017	2	36	0	0	2	6	she had called on her former governess and had heard from her of there being an old school fellow in bath who had the two strong claims on her attention of past kindness and present suffering
persuasion_017	3	91	1	1	4	4	anne had gone unhappy to school grieving for the loss of a mother whom she had dearly loved feeling her separation from home and suffering as a girl of fourteen of strong sensibility and not high spirits must suffer at such a time and miss hamilton three years older than herself but still from the want of near relations and a settled home remaining another year at school had been useful and good to her in a way which had considerably lessened her misery and could never be remembered with indifference
persuasion_017	4	48	1	2	3	6	miss hamilton had left school had married not long afterwards was said to have married a man of fortune and this was all that anne had known of her till now that their governess s account brought her situation forward in a more decided but very different form
persuasion_017	5	6	0	0	1	17	she was a widow and poor
persuasion_017	6	19	1	5	1	5	her husband had been extravagant and at his death about two years before had left his affairs dreadfully involved
persuasion_017	7	38	1	3	1	3	she had had difficulties of every sort to contend with and in addition to these distresses had been afflicted with a severe rheumatic fever which finally settling in her legs had made her for the present a cripple
persuasion_017	8	40	0	0	2	5	she had come to bath on that account and was now in lodgings near the hot baths living in a very humble way unable even to afford herself the comfort of a servant and of course almost excluded from society
persuasion_017	9	25	2	8	0	0	their mutual friend answered for the satisfaction which a visit from miss elliot would give mrs smith and anne therefore lost no time in going
persuasion_017	10	14	1	7	0	0	she mentioned nothing of what she had heard or what she intended at home
persuasion_017	11	34	1	3	2	6	she only consulted lady russell who entered thoroughly into her sentiments and was most happy to convey her as near to mrs smith s lodgings in westgate buildings as anne chose to be taken
persuasion_017	12	103	5	5	2	2	twelve years had changed anne from the blooming silent unformed girl of fifteen to the elegant little woman of seven and twenty with every beauty except bloom and with manners as consciously right as they were invariably gentle and twelve years had transformed the fine looking well grown miss hamilton in all the glow of health and confidence of superiority into a poor infirm helpless widow receiving the visit of her former protegee as a favour but all that was uncomfortable in the meeting had soon passed away and left only the interesting charm of remembering former partialities and talking over old times
persuasion_017	13	30	0	0	3	10	anne found in mrs smith the good sense and agreeable manners which she had almost ventured to depend on and a disposition to converse and be cheerful beyond her expectation
persuasion_017	14	35	2	6	2	6	neither the dissipations of the past and she had lived very much in the world nor the restrictions of the present neither sickness nor sorrow seemed to have closed her heart or ruined her spirits
persuasion_017	15	17	0	0	0	0	in the course of a second visit she talked with great openness and anne s astonishment increased
persuasion_017	16	14	0	0	1	7	she could scarcely imagine a more cheerless situation in itself than mrs smith s
