chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
northanger_012	1	29	2	7	1	3	11 the morrow brought a very sober looking morning the sun making only a few efforts to appear and catherine augured from it everything most favourable to her wishes
northanger_012	2	25	1	4	0	0	a bright morning so early in the year she allowed would generally turn to rain but a cloudy one foretold improvement as the day advanced
northanger_012	3	29	0	0	1	3	she applied to mr allen for confirmation of her hopes but mr allen not having his own skies and barometer about him declined giving any absolute promise of sunshine
northanger_012	4	13	0	0	1	8	she applied to mrs allen and mrs allen s opinion was more positive
northanger_012	5	22	0	0	0	0	at about eleven o clock however a few specks of small rain upon the windows caught catherine s watchful eye and oh
northanger_012	6	16	0	0	2	12	dear i do believe it will be wet broke from her in a most desponding tone
northanger_012	7	21	2	10	0	0	no walk for me today sighed catherine but perhaps it may come to nothing or it may hold up before twelve
northanger_012	8	9	0	0	0	0	said catherine as she stood watching at a window
northanger_012	9	30	2	7	0	0	catherine went every five minutes to the clock threatening on each return that if it still kept on raining another five minutes she would give up the matter as hopeless
northanger_012	10	31	0	0	4	13	at half past twelve when catherine s anxious attention to the weather was over and she could no longer claim any merit from its amendment the sky began voluntarily to clear
northanger_012	11	31	2	6	1	3	a gleam of sunshine took her quite by surprise she looked round the clouds were parting and she instantly returned to the window to watch over and encourage the happy appearance
northanger_012	12	26	0	0	3	12	but whether catherine might still expect her friends whether there had not been too much rain for miss tilney to venture must yet be a question
northanger_012	13	59	1	2	2	3	it was too dirty for mrs allen to accompany her husband to the pump room he accordingly set off by himself and catherine had barely watched him down the street when her notice was claimed by the approach of the same two open carriages containing the same three people that had surprised her so much a few mornings back
northanger_012	14	7	0	0	1	14	my sweetest catherine is not this delightful
northanger_012	15	2	0	0	0	0	cried catherine
northanger_012	16	25	3	12	3	12	isabella corroborated it my dearest catherine you can not form an idea of the dirt come you must go you can not refuse going now
northanger_012	17	41	0	0	4	10	catherine s feelings as she got into the carriage were in a very unsettled state divided between regret for the loss of one great pleasure and the hope of soon enjoying another almost its equal in degree however unlike in kind
northanger_012	18	26	0	0	1	4	she could not think the tilneys had acted quite well by her in so readily giving up their engagement without sending her any message of excuse
northanger_012	19	56	2	4	2	4	it was now but an hour later than the time fixed on for the beginning of their walk and in spite of what she had heard of the prodigious accumulation of dirt in the course of that hour she could not from her own observation help thinking that they might have gone with very little inconvenience
northanger_012	20	33	0	0	5	15	on the other hand the delight of exploring an edifice like udolpho as her fancy represented blaize castle to be was such a counterpoise of good as might console her for almost anything
northanger_012	21	18	3	17	0	0	catherine looked round and saw miss tilney leaning on her brother s arm walking slowly down the street
northanger_012	22	40	3	8	3	8	but mr thorpe only laughed smacked his whip encouraged his horse made odd noises and drove on and catherine angry and vexed as she was having no power of getting away was obliged to give up the point and submit
northanger_012	23	6	0	0	1	17	her reproaches however were not spared
northanger_012	24	14	0	0	3	21	catherine s complaisance was no longer what it had been in their former airing
northanger_012	25	8	1	12	2	25	she listened reluctantly and her replies were short
northanger_012	26	113	3	3	8	7	blaize castle remained her only comfort towards  that  she still looked at intervals with pleasure though rather than be disappointed of the promised walk and especially rather than be thought ill of by the tilneys she would willingly have given up all the happiness which its walls could supply the happiness of a progress through a long suite of lofty rooms exhibiting the remains of magnificent furniture though now for many years deserted the happiness of being stopped in their way along narrow winding vaults by a low grated door or even of having their lamp their only lamp extinguished by a sudden gust of wind and of being left in total darkness
northanger_012	27	16	0	0	2	12	no he is not said catherine warmly for i am sure he could not afford it
northanger_012	28	50	0	0	2	4	thorpe then said something in the loud incoherent way to which he had often recourse about its being a d thing to be miserly and that if people who rolled in money could not afford things he did not know who could which catherine did not even endeavour to understand
northanger_012	29	41	3	7	6	15	disappointed of what was to have been the consolation for her first disappointment she was less and less disposed either to be agreeable herself or to find her companion so and they returned to pulteney street without her speaking twenty words
northanger_012	30	71	7	10	3	4	as she entered the house the footman told her that a gentleman and lady had called and inquired for her a few minutes after her setting off that when he told them she was gone out with mr thorpe the lady had asked whether any message had been left for her and on his saying no had felt for a card but said she had none about her and went away
northanger_012	31	10	1	10	1	10	pondering over these heart rending tidings catherine walked slowly upstairs
northanger_012	32	37	1	3	6	16	at the head of them she was met by mr allen who on hearing the reason of their speedy return said i am glad your brother had so much sense i am glad you are come back
northanger_012	33	43	1	2	3	7	catherine was disturbed and out of spirits but isabella seemed to find a pool of commerce in the fate of which she shared by private partnership with morland a very good equivalent for the quiet and country air of an inn at clifton
northanger_012	34	36	0	0	4	11	catherine could almost have accused isabella of being wanting in tenderness towards herself and her sorrows so very little did they appear to dwell on her mind and so very inadequate was the comfort she offered
northanger_012	35	10	0	0	1	10	do not be so dull my dearest creature she whispered
