chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
emma_046	1	31	1	3	2	6	x one morning about ten days after mrs churchill s decease emma was called downstairs to mr weston who could not stay five minutes and wanted particularly to speak with her
emma_046	2	40	0	0	1	2	he met her at the parlour door and hardly asking her how she did in the natural key of his voice sunk it immediately to say unheard by her father can you come to randalls at any time this morning
emma_046	3	11	0	0	1	9	to guess what all this meant was impossible even for emma
emma_046	4	54	3	6	4	7	something really important seemed announced by his looks but as her friend was well she endeavoured not to be uneasy and settling it with her father that she would take her walk now she and mr weston were soon out of the house together and on their way at a quick pace for randalls
emma_046	5	21	0	0	1	5	now said emma when they were fairly beyond the sweep gates now mr weston do let me know what has happened
emma_046	6	12	0	0	2	17	do not be impatient emma it will all come out too soon
emma_046	7	10	1	10	0	0	break it to me cried emma standing still with terror
emma_046	8	4	1	25	0	0	upon my word emma
emma_046	9	8	2	25	0	0	emma s courage returned and she walked on
emma_046	10	15	0	0	2	13	in short my dear emma there is no occasion to be so uneasy about it
emma_046	11	12	1	8	1	8	emma found that she must wait and now it required little effort
emma_046	12	51	0	0	2	4	she asked no more questions therefore merely employed her own fancy and that soon pointed out to her the probability of its being some money concern something just come to light of a disagreeable nature in the circumstances of the family something which the late event at richmond had brought forward
emma_046	13	5	0	0	2	40	her fancy was very active
emma_046	14	12	0	0	1	8	this though very undesirable would be no matter of agony to her
emma_046	15	20	1	5	0	0	said she as they proceeded speaking more to assist mr weston in keeping his secret than with any other view
emma_046	16	23	3	13	1	4	and emma distinctly heard him add in a lower tone before he quitted the room i have been as good as my word
emma_046	17	6	0	0	1	17	she has not the least idea
emma_046	18	34	1	3	3	9	mrs weston was looking so ill and had an air of so much perturbation that emma s uneasiness increased and the moment they were alone she eagerly said what is it my dear friend
emma_046	19	19	0	0	3	16	can not you my dear emma can not you form a guess as to what you are to hear
emma_046	20	20	3	15	1	5	it does relate to him and i will tell you directly resuming her work and seeming resolved against looking up
emma_046	21	18	2	11	0	0	he came to speak to his father on a subject to announce an attachment she stopped to breathe
emma_046	22	9	0	0	1	11	emma thought first of herself and then of harriet
emma_046	23	29	0	0	4	14	what will you say emma what will any body say when it is known that frank churchill and miss fairfax are engaged nay that they have been long engaged
emma_046	24	11	0	0	0	0	emma even jumped with surprize and horror struck exclaimed jane fairfax
emma_046	25	29	1	3	2	7	you may well be amazed returned mrs weston still averting her eyes and talking on with eagerness that emma might have time to recover you may well be amazed
emma_046	26	15	0	0	0	0	not a creature knowing it but themselves neither the campbells nor her family nor his
emma_046	27	6	0	0	1	17	emma scarcely heard what was said
emma_046	28	32	1	3	2	6	her mind was divided between two ideas her own former conversations with him about miss fairfax and poor harriet and for some time she could only exclaim and require confirmation repeated confirmation
emma_046	29	7	0	0	0	0	it has hurt me emma very much
emma_046	30	42	2	5	3	7	emma pondered a moment and then replied i will not pretend not to understand you and to give you all the relief in my power be assured that no such effect has followed his attentions to me as you are apprehensive of
emma_046	31	17	2	12	2	12	mrs weston looked up afraid to believe but emma s countenance was as steady as her words
emma_046	32	63	1	2	8	13	that you may have less difficulty in believing this boast of my present perfect indifference she continued i will farther tell you that there was a period in the early part of our acquaintance when i did like him when i was very much disposed to be attached to him nay was attached and how it came to cease is perhaps the wonder
emma_046	33	18	0	0	1	6	from something that he said my dear emma i rather imagine and how could she bear such behaviour
emma_046	34	10	0	0	1	10	there were misunderstandings between them emma he said so expressly
emma_046	35	37	1	3	2	5	nay dear emma now i must take his part for though he has been wrong in this instance i have known him long enough to answer for his having many very many good qualities and good god
emma_046	36	6	1	17	0	0	cried emma not attending to her
emma_046	37	6	0	0	0	0	he knew nothing about it emma
emma_046	38	15	0	0	1	7	till yesterday i know he said he was in the dark as to her plans
emma_046	39	69	2	3	5	7	they burst on him i do not know how but by some letter or message and it was the discovery of what she was doing of this very project of hers which determined him to come forward at once own it all to his uncle throw himself on his kindness and in short put an end to the miserable state of concealment that had been carrying on so long
emma_046	40	5	0	0	1	20	emma began to listen better
emma_046	41	14	1	7	0	0	his sufferings replied emma dryly do not appear to have done him much harm
emma_046	42	10	0	0	1	10	thought emma he would have done as much for harriet
emma_046	43	12	1	8	0	0	emma could not speak the name of dixon without a little blush
emma_046	44	19	0	0	3	16	well said emma i suppose we shall gradually grow reconciled to the idea and i wish them very happy
emma_046	45	46	3	7	4	9	his wife gave him a look which invited him in and while he was coming round added now dearest emma let me intreat you to say and look every thing that may set his heart at ease and incline him to be satisfied with the match
emma_046	46	19	1	5	1	5	let us make the best of it and indeed almost every thing may be fairly said in her favour
emma_046	47	3	0	0	0	0	cried emma feelingly
emma_046	48	59	1	2	2	3	his companions suggested only what could palliate imprudence or smooth objections and by the time they had talked it all over together and he had talked it all over again with emma in their walk back to hartfield he was become perfectly reconciled and not far from thinking it the very best thing that frank could possibly have done
