chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
northanger_025	1	73	2	3	5	7	it was sunday and the whole time between morning and afternoon service was required by the general in exercise abroad or eating cold meat at home and great as was catherine s curiosity her courage was not equal to a wish of exploring them after dinner either by the fading light of the sky between six and seven o clock or by the yet more partial though stronger illumination of a treacherous lamp
northanger_025	2	31	0	0	1	3	the day was unmarked therefore by anything to interest her imagination beyond the sight of a very elegant monument to the memory of mrs tilney which immediately fronted the family pew
northanger_025	3	52	3	6	3	6	that the general having erected such a monument should be able to face it was not perhaps very strange and yet that he could sit so boldly collected within its view maintain so elevated an air look so fearlessly around nay that he should even enter the church seemed wonderful to catherine
northanger_025	4	40	3	8	0	0	she could remember dozens who had persevered in every possible vice going on from crime to crime murdering whomsoever they chose without any feeling of humanity or remorse till a violent death or a religious retirement closed their black career
northanger_025	5	21	0	0	1	5	the erection of the monument itself could not in the smallest degree affect her doubts of mrs tilney s actual decease
northanger_025	6	38	0	0	6	16	were she even to descend into the family vault where her ashes were supposed to slumber were she to behold the coffin in which they were said to be enclosed what could it avail in such a case
northanger_025	7	27	1	4	3	11	catherine had read too much not to be perfectly aware of the ease with which a waxen figure might be introduced and a supposititious funeral carried on
northanger_025	8	39	1	3	3	8	the general s early walk ill timed as it was in every other view was favourable here and when she knew him to be out of the house she directly proposed to miss tilney the accomplishment of her promise
northanger_025	9	29	1	3	2	7	eleanor was ready to oblige her and catherine reminding her as they went of another promise their first visit in consequence was to the portrait in her bed chamber
northanger_025	10	78	1	1	3	4	it represented a very lovely woman with a mild and pensive countenance justifying so far the expectations of its new observer but they were not in every respect answered for catherine had depended upon meeting with features hair complexion that should be the very counterpart the very image if not of henry s of eleanor s the only portraits of which she had been in the habit of thinking bearing always an equal resemblance of mother and child
northanger_025	11	50	5	10	2	4	again she passed through the folding doors again her hand was upon the important lock and catherine hardly able to breathe was turning to close the former with fearful caution when the figure the dreaded figure of the general himself at the further end of the gallery stood before her
northanger_025	12	32	0	0	0	0	the name of eleanor at the same moment in his loudest tone resounded through the building giving to his daughter the first intimation of his presence and to catherine terror upon terror
northanger_025	13	65	5	8	3	5	an attempt at concealment had been her first instinctive movement on perceiving him yet she could scarcely hope to have escaped his eye and when her friend who with an apologizing look darted hastily by her had joined and disappeared with him she ran for safety to her own room and locking herself in believed that she should never have courage to go down again
northanger_025	14	35	1	3	1	3	she remained there at least an hour in the greatest agitation deeply commiserating the state of her poor friend and expecting a summons herself from the angry general to attend him in his own apartment
northanger_025	15	29	2	7	1	3	no summons however arrived and at last on seeing a carriage drive up to the abbey she was emboldened to descend and meet him under the protection of visitors
northanger_025	16	46	1	2	3	7	the breakfast room was gay with company and she was named to them by the general as the friend of his daughter in a complimentary style which so well concealed his resentful ire as to make her feel secure at least of life for the present
northanger_025	17	18	0	0	2	11	it was done and catherine found herself alone in the gallery before the clocks had ceased to strike
northanger_025	18	33	2	6	1	3	it was no time for thought she hurried on slipped with the least possible noise through the folding doors and without stopping to look or breathe rushed forward to the one in question
northanger_025	19	18	0	0	0	0	the lock yielded to her hand and luckily with no sullen sound that could alarm a human being
northanger_025	20	20	1	5	2	10	on tiptoe she entered the room was before her but it was some minutes before she could advance another step
northanger_025	21	12	0	0	0	0	she beheld what fixed her to the spot and agitated every feature
northanger_025	22	44	1	2	0	0	she saw a large well proportioned apartment an handsome dimity bed arranged as unoccupied with an housemaid s care a bright bath stove mahogany wardrobes and neatly painted chairs on which the warm beams of a western sun gaily poured through two sash windows
northanger_025	23	12	0	0	2	17	catherine had expected to have her feelings worked and worked they were
northanger_025	24	16	0	0	1	6	she could not be mistaken as to the room but how grossly mistaken in everything else
northanger_025	25	10	0	0	0	0	catherine recollected herself blushed deeply and could say no more
northanger_025	26	17	1	6	2	12	he seemed to be looking in her countenance for that explanation which her lips did not afford
northanger_025	27	6	0	0	0	0	she moved on towards the gallery
northanger_025	28	13	2	15	1	8	i have been said catherine looking down to see your mother s room
northanger_025	29	3	0	0	0	0	catherine said nothing
northanger_025	30	49	1	2	2	4	after a short silence during which he had closely observed her he added as there is nothing in the room in itself to raise curiosity this must have proceeded from a sentiment of respect for my mother s character as described by eleanor which does honour to her memory
northanger_025	31	8	0	0	1	12	but your father said catherine was  he  afflicted
northanger_025	32	10	0	0	1	10	you have erred in supposing him not attached to her
northanger_025	33	56	1	2	4	7	he loved her i am persuaded as well as it was possible for him to we have not all you know the same tenderness of disposition and i will not pretend to say that while she lived she might not often have had much to bear but though his temper injured her his judgment never did
northanger_025	34	17	0	0	2	12	his value of her was sincere and if not permanently he was truly afflicted by her death
northanger_025	35	14	0	0	3	21	i am very glad of it said catherine it would have been very shocking
