chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
northanger_010	1	16	0	0	1	6	9 the progress of catherine s unhappiness from the events of the evening was as follows
northanger_010	2	30	1	3	1	3	it appeared first in a general dissatisfaction with everybody about her while she remained in the rooms which speedily brought on considerable weariness and a violent desire to go home
northanger_010	3	64	2	3	4	6	this on arriving in pulteney street took the direction of extraordinary hunger and when that was appeased changed into an earnest longing to be in bed such was the extreme point of her distress for when there she immediately fell into a sound sleep which lasted nine hours and from which she awoke perfectly revived in excellent spirits with fresh hopes and fresh schemes
northanger_010	4	31	0	0	4	13	the first wish of her heart was to improve her acquaintance with miss tilney and almost her first resolution to seek her for that purpose in the pump room at noon
northanger_010	5	58	1	2	4	7	in the pump room one so newly arrived in bath must be met with and that building she had already found so favourable for the discovery of female excellence and the completion of female intimacy so admirably adapted for secret discourses and unlimited confidence that she was most reasonably encouraged to expect another friend from within its walls
northanger_010	6	119	6	5	5	4	her plan for the morning thus settled she sat quietly down to her book after breakfast resolving to remain in the same place and the same employment till the clock struck one and from habitude very little incommoded by the remarks and ejaculations of mrs allen whose vacancy of mind and incapacity for thinking were such that as she never talked a great deal so she could never be entirely silent and therefore while she sat at her work if she lost her needle or broke her thread if she heard a carriage in the street or saw a speck upon her gown she must observe it aloud whether there were anyone at leisure to answer her or not
northanger_010	7	61	2	3	2	3	at about half past twelve a remarkably loud rap drew her in haste to the window and scarcely had she time to inform catherine of there being two open carriages at the door in the first only a servant her brother driving miss thorpe in the second before john thorpe came running upstairs calling out well miss morland here i am
northanger_010	8	2	0	0	0	0	said catherine
northanger_010	9	23	1	4	2	9	something was said about it i remember said catherine looking at mrs allen for her opinion but really i did not expect you
northanger_010	10	93	7	8	10	11	catherine s silent appeal to her friend meanwhile was entirely thrown away for mrs allen not being at all in the habit of conveying any expression herself by a look was not aware of its being ever intended by anybody else and catherine whose desire of seeing miss tilney again could at that moment bear a short delay in favour of a drive and who thought there could be no impropriety in her going with mr thorpe as isabella was going at the same time with james was therefore obliged to speak plainer
northanger_010	11	10	1	10	0	0	catherine took the advice and ran off to get ready
northanger_010	12	49	0	0	1	2	in a very few minutes she reappeared having scarcely allowed the two others time enough to get through a few short sentences in her praise after thorpe had procured mrs allen s admiration of his gig and then receiving her friend s parting good wishes they both hurried downstairs
northanger_010	13	25	1	4	1	4	catherine followed her orders and turned away but not too soon to hear her friend exclaim aloud to james what a sweet girl she is
northanger_010	14	5	0	0	0	0	i quite dote on her
northanger_010	15	54	3	6	5	9	catherine did not think the portrait a very inviting one but it was too late to retreat and she was too young to own herself frightened so resigning herself to her fate and trusting to the animal s boasted knowledge of its owner she sat peaceably down and saw thorpe sit down by her
northanger_010	16	57	4	7	3	5	catherine delighted at so happy an escape spoke her pleasure aloud with grateful surprise and her companion immediately made the matter perfectly simple by assuring her that it was entirely owing to the peculiarly judicious manner in which he had then held the reins and the singular discernment and dexterity with which he had directed his whip
northanger_010	17	108	2	2	5	5	catherine though she could not help wondering that with such perfect command of his horse he should think it necessary to alarm her with a relation of its tricks congratulated herself sincerely on being under the care of so excellent a coachman and perceiving that the animal continued to go on in the same quiet manner without showing the smallest propensity towards any unpleasant vivacity and considering its inevitable pace was ten miles an hour by no means alarmingly fast gave herself up to all the enjoyment of air and exercise of the most invigorating kind in a fine mild day of february with the consciousness of safety
northanger_010	18	20	1	5	1	5	catherine did not understand him and he repeated his question adding in explanation old allen the man you are with
northanger_010	19	26	0	0	2	8	yes it does give a notion said catherine warmly and that is that you all drink a great deal more wine than i thought you did
northanger_010	20	61	2	3	3	5	this declaration brought on a loud and overpowering reply of which no part was very distinct except the frequent exclamations amounting almost to oaths which adorned it and catherine was left when it ended with rather a strengthened belief of there being a great deal of wine drunk in oxford and the same happy conviction of her brother s comparative sobriety
northanger_010	21	50	0	0	3	6	thorpe s ideas then all reverted to the merits of his own equipage and she was called on to admire the spirit and freedom with which his horse moved along and the ease which his paces as well as the excellence of the springs gave the motion of the carriage
northanger_010	22	12	0	0	0	0	she followed him in all his admiration as well as she could
northanger_010	23	77	1	1	3	4	his knowledge and her ignorance of the subject his rapidity of expression and her diffidence of herself put that out of her power she could strike out nothing new in commendation but she readily echoed whatever he chose to assert and it was finally settled between them without any difficulty that his equipage was altogether the most complete of its kind in england his carriage the neatest his horse the best goer and himself the best coachman
northanger_010	24	36	0	0	1	3	you do not really think mr thorpe said catherine venturing after some time to consider the matter as entirely decided and to offer some little variation on the subject that james s gig will break down
northanger_010	25	4	0	0	0	0	cried catherine quite frightened
northanger_010	26	50	0	0	2	4	catherine listened with astonishment she knew not how to reconcile two such very different accounts of the same thing for she had not been brought up to understand the propensities of a rattle nor to know to how many idle assertions and impudent falsehoods the excess of vanity will lead
northanger_010	27	59	1	2	3	5	her own family were plain matter of fact people who seldom aimed at wit of any kind her father at the utmost being contented with a pun and her mother with a proverb they were not in the habit therefore of telling lies to increase their importance or of asserting at one moment what they would contradict the next
northanger_010	28	117	3	3	5	4	she reflected on the affair for some time in much perplexity and was more than once on the point of requesting from mr thorpe a clearer insight into his real opinion on the subject but she checked herself because it appeared to her that he did not excel in giving those clearer insights in making those things plain which he had before made ambiguous and joining to this the consideration that he would not really suffer his sister and his friend to be exposed to a danger from which he might easily preserve them she concluded at last that he must know the carriage to be in fact perfectly safe and therefore would alarm herself no longer
northanger_010	29	47	0	0	6	13	little as catherine was in the habit of judging for herself and unfixed as were her general notions of what men ought to be she could not entirely repress a doubt while she bore with the effusions of his endless conceit of his being altogether completely agreeable
northanger_010	30	111	3	3	8	7	and she would neither believe her own watch nor her brother s nor the servant s she would believe no assurance of it founded on reason or reality till morland produced his watch and ascertained the fact to have doubted a moment longer  then  would have been equally inconceivable incredible and impossible and she could only protest over and over again that no two hours and a half had ever gone off so swiftly before as catherine was called on to confirm catherine could not tell a falsehood even to please isabella but the latter was spared the misery of her friend s dissenting voice by not waiting for her answer
northanger_010	31	60	3	5	3	5	it was ages since she had had a moment s conversation with her dearest catherine and though she had such thousands of things to say to her it appeared as if they were never to be together again so with smiles of most exquisite misery and the laughing eye of utter despondency she bade her friend adieu and went on
northanger_010	32	46	1	2	4	9	catherine found mrs allen just returned from all the busy idleness of the morning and was immediately greeted with well my dear here you are a truth which she had no greater inclination than power to dispute and i hope you have had a pleasant airing
northanger_010	33	38	1	3	2	5	catherine inquired no further she had heard enough to feel that mrs allen had no real intelligence to give and that she was most particularly unfortunate herself in having missed such a meeting with both brother and sister
