chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_027	1	46	1	2	7	15	if it had been given to me in the first instance said fanny i should not have thought of returning it but being her brother s present is not it fair to suppose that she would rather not part with it when it is not wanted
mansfield_027	2	48	1	2	4	8	she must not suppose it not wanted not acceptable at least and its having been originally her brother s gift makes no difference for as she was not prevented from offering nor you from taking it on that account it ought not to prevent you from keeping it
mansfield_027	3	110	2	2	10	9	william determined to make this last day a day of thorough enjoyment was out snipe shooting edmund she had too much reason to suppose was at the parsonage and left alone to bear the worrying of mrs norris who was cross because the housekeeper would have her own way with the supper and whom  she  could not avoid though the housekeeper might fanny was worn down at last to think everything an evil belonging to the ball and when sent off with a parting worry to dress moved as languidly towards her own room and felt as incapable of happiness as if she had been allowed no share in it
mansfield_027	4	30	2	7	3	10	as she walked slowly upstairs she thought of yesterday it had been about the same hour that she had returned from the parsonage and found edmund in the east room
mansfield_027	5	10	0	0	1	10	said she to herself in a fond indulgence of fancy
mansfield_027	6	28	0	0	1	4	they have injured the finest mind for sometimes fanny i own to you it does appear more than manner it appears as if the mind itself was tainted
mansfield_027	7	37	0	0	4	11	you are the only being upon earth to whom i should say what i have said but you have always known my opinion of her you can bear me witness fanny that i have never been blinded
mansfield_027	8	11	0	0	0	0	how many a time have we talked over her little errors
mansfield_027	9	38	0	0	4	11	you need not fear me i have almost given up every serious idea of her but i must be a blockhead indeed if whatever befell me i could think of your kindness and sympathy without the sincerest gratitude
mansfield_027	10	40	2	5	3	8	he had said enough to give fanny some happier feelings than she had lately known and with a brighter look she answered yes cousin i am convinced that  you  would be incapable of anything else though perhaps some might not
mansfield_027	11	21	2	10	0	0	the necklace really looked very well and fanny left her room at last comfortably satisfied with herself and all about her
mansfield_027	12	15	0	0	0	0	her aunt bertram had recollected her on this occasion with an unusual degree of wakefulness
mansfield_027	13	46	0	0	4	9	it had really occurred to her unprompted that fanny preparing for a ball might be glad of better help than the upper housemaid s and when dressed herself she actually sent her own maid to assist her too late of course to be of any use
mansfield_027	14	42	0	0	4	10	mrs chapman had just reached the attic floor when miss price came out of her room completely dressed and only civilities were necessary but fanny felt her aunt s attention almost as much as lady bertram or mrs chapman could do themselves
