chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_010	1	33	1	3	0	0	mrs hurst and miss bingley had spent some hours of the morning with the invalid who continued though slowly to mend and in the evening elizabeth joined their party in the drawing room
pride_010	2	19	2	11	1	5	elizabeth took up some needlework and was sufficiently amused in attending to what passed between darcy and his companion
pride_010	3	9	0	0	0	0	your humility mr bingley said elizabeth must disarm reproof
pride_010	4	19	0	0	0	0	you have only proved by this cried elizabeth that mr bingley did not do justice to his own disposition
pride_010	5	19	2	11	2	11	mr darcy smiled but elizabeth thought she could perceive that he was rather offended and therefore checked her laugh
pride_010	6	20	0	0	1	5	what you ask said elizabeth is no sacrifice on my side and mr darcy had much better finish his letter
pride_010	7	10	0	0	0	0	mr darcy took her advice and did finish his letter
pride_010	8	18	0	0	1	6	when that business was over he applied to miss bingley and elizabeth for an indulgence of some music
pride_010	9	32	0	0	0	0	miss bingley moved with some alacrity to the pianoforte and after a polite request that elizabeth would lead the way which the other as politely and more earnestly negatived she seated herself
pride_010	10	39	1	3	3	8	mrs hurst sang with her sister and while they were thus employed elizabeth could not help observing as she turned over some music books that lay on the instrument how frequently mr darcy s eyes were fixed on her
pride_010	11	35	1	3	3	9	she hardly knew how to suppose that she could be an object of admiration to so great a man and yet that he should look at her because he disliked her was still more strange
pride_010	12	32	0	0	3	9	she could only imagine however at last that she drew his notice because there was something more wrong and reprehensible according to his ideas of right than in any other person present
pride_010	13	6	0	0	0	0	the supposition did not pain her
pride_010	14	10	0	0	1	10	she liked him too little to care for his approbation
pride_010	15	48	1	2	5	10	elizabeth having rather expected to affront him was amazed at his gallantry but there was a mixture of sweetness and archness in her manner which made it difficult for her to affront anybody and darcy had never been so bewitched by any woman as he was by her
pride_010	16	32	1	3	3	9	miss bingley saw or suspected enough to be jealous and her great anxiety for the recovery of her dear friend jane received some assistance from her desire of getting rid of elizabeth
pride_010	17	24	1	4	1	4	she often tried to provoke darcy into disliking her guest by talking of their supposed marriage and planning his happiness in such an alliance
pride_010	18	54	4	7	3	6	i hope said she as they were walking together in the shrubbery the next day you will give your mother in law a few hints when this desirable event takes place as to the advantage of holding her tongue and if you can compass it do cure the younger girls of running after officers
pride_010	19	22	0	0	0	0	as for your elizabeth s picture you must not have it taken for what painter could do justice to those beautiful eyes
pride_010	20	15	1	7	1	7	at that moment they were met from another walk by mrs hurst and elizabeth herself
pride_010	21	15	2	13	0	0	then taking the disengaged arm of mr darcy she left elizabeth to walk by herself
pride_010	22	20	1	5	1	5	but elizabeth who had not the least inclination to remain with them laughingly answered no no stay where you are
pride_010	23	23	1	4	2	9	she then ran gaily off rejoicing as she rambled about in the hope of being at home again in a day or two
