chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
northanger_020	1	22	1	5	1	5	19 a few days passed away and catherine though not allowing herself to suspect her friend could not help watching her closely
northanger_020	2	8	0	0	2	25	the result of her observations was not agreeable
northanger_020	3	42	0	0	0	0	a something of languid indifference or of that boasted absence of mind which catherine had never heard of before would occasionally come across her but had nothing worse appeared  that  might only have spread a new grace and inspired a warmer interest
northanger_020	4	41	3	7	3	7	but when catherine saw her in public admitting captain tilney s attentions as readily as they were offered and allowing him almost an equal share with james in her notice and smiles the alteration became too positive to be passed over
northanger_020	5	18	0	0	3	17	what could be meant by such unsteady conduct what her friend could be at was beyond her comprehension
northanger_020	6	25	0	0	4	16	isabella could not be aware of the pain she was inflicting but it was a degree of wilful thoughtlessness which catherine could not but resent
northanger_020	7	30	1	3	4	13	she saw him grave and uneasy and however careless of his present comfort the woman might be who had given him her heart to  her  it was always an object
northanger_020	8	9	1	11	1	11	when catherine knew this her resolution was directly made
northanger_020	9	26	3	12	0	0	she spoke to henry tilney on the subject regretting his brother s evident partiality for miss thorpe and entreating him to make known her prior engagement
northanger_020	10	22	0	0	2	9	no he does not know what he is about cried catherine he does not know the pain he is giving my brother
northanger_020	11	10	0	0	1	10	catherine blushed for her friend and said isabella is wrong
northanger_020	12	20	0	0	1	5	after a short pause catherine resumed with then you do not believe isabella so very much attached to my brother
northanger_020	13	28	0	0	3	11	well said catherine after some moments consideration  you  may be able to guess at your brother s intentions from all this but i am sure i can not
northanger_020	14	7	0	0	2	29	catherine would contend no longer against comfort
northanger_020	15	18	1	6	0	0	she had resisted its approaches during the whole length of a speech but it now carried her captive
northanger_020	16	20	0	0	3	15	she blamed herself for the extent of her fears and resolved never to think so seriously on the subject again
northanger_020	17	12	0	0	1	8	her resolution was supported by isabella s behaviour in their parting interview
northanger_020	18	30	3	10	0	0	the thorpes spent the last evening of catherine s stay in pulteney street and nothing passed between the lovers to excite her uneasiness or make her quit them in apprehension
northanger_020	19	50	1	2	3	6	her tenderness for her friend seemed rather the first feeling of her heart but that at such a moment was allowable and once she gave her lover a flat contradiction and once she drew back her hand but catherine remembered henry s instructions and placed it all to judicious affection
