chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_010	1	21	1	5	1	5	well marianne said elinor as soon as he had left them for  one  morning i think you have done pretty well
sense_010	2	6	0	0	1	17	elinor cried marianne is this fair
sense_010	3	17	0	0	2	12	my love said her mother you must not be offended with elinor she was only in jest
sense_010	4	22	0	0	3	14	i should scold her myself if she were capable of wishing to check the delight of your conversation with our new friend
sense_010	5	50	1	2	4	8	in mrs dashwood s estimation he was as faultless as in marianne s and elinor saw nothing to censure in him but a propensity in which he strongly resembled and peculiarly delighted her sister of saying too much what he thought on every occasion without attention to persons or circumstances
sense_010	6	59	0	0	5	8	in hastily forming and giving his opinion of other people in sacrificing general politeness to the enjoyment of undivided attention where his heart was engaged and in slighting too easily the forms of worldly propriety he displayed a want of caution which elinor could not approve in spite of all that he and marianne could say in its support
sense_010	7	29	0	0	2	7	colonel brandon s partiality for marianne which had so early been discovered by his friends now first became perceptible to elinor when it ceased to be noticed by them
sense_010	8	60	0	0	5	8	elinor was obliged though unwillingly to believe that the sentiments which mrs jennings had assigned him for her own satisfaction were now actually excited by her sister and that however a general resemblance of disposition between the parties might forward the affection of mr willoughby an equally striking opposition of character was no hindrance to the regard of colonel brandon
sense_010	9	16	0	0	1	6	do not boast of it however said elinor for it is injustice in both of you
sense_010	10	37	1	3	2	5	you decide on his imperfections so much in the mass replied elinor and so much on the strength of your own imagination that the commendation  i  am able to give of him is comparatively cold and insipid
