chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_022	1	53	1	2	5	9	it was beginning to look brighter when fanny observing a harp in the room asked some questions about it which soon led to an acknowledgment of her wishing very much to hear it and a confession which could hardly be believed of her having never yet heard it since its being in mansfield
mansfield_022	2	47	1	2	4	9	she had scarcely ever been at the parsonage since the instrument s arrival there had been no reason that she should but miss crawford calling to mind an early expressed wish on the subject was concerned at her own neglect and shall i play to you now
mansfield_022	3	87	2	2	13	15	fanny went to her every two or three days it seemed a kind of fascination she could not be easy without going and yet it was without loving her without ever thinking like her without any sense of obligation for being sought after now when nobody else was to be had and deriving no higher pleasure from her conversation than occasional amusement and  that  often at the expense of her judgment when it was raised by pleasantry on people or subjects which she wished to be respected
mansfield_022	4	91	5	5	2	2	she went however and they sauntered about together many an half hour in mrs grant s shrubbery the weather being unusually mild for the time of year and venturing sometimes even to sit down on one of the benches now comparatively unsheltered remaining there perhaps till in the midst of some tender ejaculation of fanny s on the sweets of so protracted an autumn they were forced by the sudden swell of a cold gust shaking down the last few yellow leaves about them to jump up and walk for warmth
mansfield_022	5	34	2	6	3	9	this is pretty very pretty said fanny looking around her as they were thus sitting together one day every time i come into this shrubbery i am more struck with its growth and beauty
mansfield_022	6	4	1	25	0	0	said fanny in reply
mansfield_022	7	7	1	14	1	14	was all that fanny attempted to say
mansfield_022	8	50	0	0	3	6	a friendship between two so very dear to him was exactly what he could have wished and to the credit of the lover s understanding be it stated that he did not by any means consider fanny as the only or even as the greater gainer by such a friendship
mansfield_022	9	50	2	4	2	4	in the moment of parting edmund was invited by dr grant to eat his mutton with him the next day and fanny had barely time for an unpleasant feeling on the occasion when mrs grant with sudden recollection turned to her and asked for the pleasure of her company too
mansfield_022	10	91	2	2	6	7	but edmund delighted with her having such an happiness offered and ascertaining with half a look and half a sentence that she had no objection but on her aunt s account could not imagine that his mother would make any difficulty of sparing her and therefore gave his decided open advice that the invitation should be accepted and though fanny would not venture even on his encouragement to such a flight of audacious independence it was soon settled that if nothing were heard to the contrary mrs grant might expect her
