chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_007	1	21	0	0	2	10	that would be a good scheme said elizabeth if you were sure that they would not offer to send her home
pride_007	2	17	1	6	2	12	but if you have got them to day said elizabeth my mother s purpose will be answered
pride_007	3	15	0	0	1	7	she did at last extort from her father an acknowledgment that the horses were engaged
pride_007	4	49	0	0	3	6	yours etc well my dear said mr bennet when elizabeth had read the note aloud if your daughter should have a dangerous fit of illness if she should die it would be a comfort to know that it was all in pursuit of mr bingley and under your orders
pride_007	5	7	0	0	1	14	i am not afraid of her dying
pride_007	6	7	0	0	1	14	she will be taken good care of
pride_007	7	11	0	0	2	18	as long as she stays there it is all very well
pride_007	8	12	2	17	0	0	i would go and see her if i could have the carriage
pride_007	9	29	2	7	7	24	elizabeth feeling really anxious was determined to go to her though the carriage was not to be had and as she was no horsewoman walking was her only alternative
pride_007	10	4	1	25	0	0	she declared her resolution
pride_007	11	20	0	0	3	15	how can you be so silly cried her mother as to think of such a thing in all this dirt
pride_007	12	12	0	0	0	0	elizabeth accepted their company and the three young ladies set off together
pride_007	13	65	1	2	2	3	in meryton they parted the two youngest repaired to the lodgings of one of the officers wives and elizabeth continued her walk alone crossing field after field at a quick pace jumping over stiles and springing over puddles with impatient activity and finding herself at last within view of the house with weary ankles dirty stockings and a face glowing with the warmth of exercise
pride_007	14	23	0	0	2	9	she was shown into the breakfast parlour where all but jane were assembled and where her appearance created a great deal of surprise
pride_007	15	40	2	5	3	8	that she should have walked three miles so early in the day in such dirty weather and by herself was almost incredible to mrs hurst and miss bingley and elizabeth was convinced that they held her in contempt for it
pride_007	16	26	0	0	3	12	she was received however very politely by them and in their brother s manners there was something better than politeness there was good humour and kindness
pride_007	17	29	0	0	2	7	the former was divided between admiration of the brilliancy which exercise had given to her complexion and doubt as to the occasion s justifying her coming so far alone
pride_007	18	10	1	10	1	10	her enquiries after her sister were not very favourably answered
pride_007	19	42	0	0	7	17	elizabeth was glad to be taken to her immediately and jane who had only been withheld by the fear of giving alarm or inconvenience from expressing in her note how much she longed for such a visit was delighted at her entrance
pride_007	20	30	2	7	2	7	she was not equal however to much conversation and when miss bingley left them together could attempt little besides expressions of gratitude for the extraordinary kindness she was treated with
pride_007	21	4	1	25	0	0	elizabeth silently attended her
pride_007	22	29	2	7	3	10	when breakfast was over they were joined by the sisters and elizabeth began to like them herself when she saw how much affection and solicitude they showed for jane
pride_007	23	28	1	4	2	7	elizabeth did not quit her room for a moment nor were the other ladies often absent the gentlemen being out they had in fact nothing to do elsewhere
pride_007	24	16	1	6	1	6	when the clock struck three elizabeth felt that she must go and very unwillingly said so
pride_007	25	25	1	4	1	4	elizabeth most thankfully consented and a servant was dispatched to longbourn to acquaint the family with her stay and bring back a supply of clothes
