chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
emma_048	1	31	0	0	2	6	xii till now that she was threatened with its loss emma had never known how much of her happiness depended on being first with mr knightley first in interest and affection
emma_048	2	73	3	4	3	4	this point was just arranged when a visitor arrived to tear emma s thoughts a little from the one subject which had engrossed them sleeping or waking the last twenty four hours mrs weston who had been calling on her daughter in law elect and took hartfield in her way home almost as much in duty to emma as in pleasure to herself to relate all the particulars of so interesting an interview
emma_048	3	70	4	6	2	3	mr weston had accompanied her to mrs bates s and gone through his share of this essential attention most handsomely but she having then induced miss fairfax to join her in an airing was now returned with much more to say and much more to say with satisfaction than a quarter of an hour spent in mrs bates s parlour with all the encumbrance of awkward feelings could have afforded
emma_048	4	16	2	12	0	0	a little curiosity emma had and she made the most of it while her friend related
emma_048	5	14	1	7	1	7	emma smiled and felt that mr weston had very good reason for saying so
emma_048	6	50	1	2	4	8	i will not say that since i entered into the engagement i have not had some happy moments but i can say that i have never known the blessing of one tranquil hour and the quivering lip emma which uttered it was an attestation that i felt at my heart
emma_048	7	2	0	0	0	0	said emma
emma_048	8	12	1	8	1	8	she thinks herself wrong then for having consented to a private engagement
emma_048	9	15	0	0	4	27	no one i believe can blame her more than she is disposed to blame herself
emma_048	10	17	0	0	1	6	the consequence said she has been a state of perpetual suffering to me and so it ought
emma_048	11	3	0	0	0	0	said emma again
emma_048	12	7	0	0	1	14	she loves him then excessively i suppose
emma_048	13	16	0	0	2	12	it must have been from attachment only that she could be led to form the engagement
emma_048	14	7	0	0	1	14	her affection must have overpowered her judgment
emma_048	15	12	0	0	2	17	yes i have no doubt of her being extremely attached to him
emma_048	16	16	2	12	1	6	i am afraid returned emma sighing that i must often have contributed to make her unhappy
emma_048	17	23	0	0	0	0	but she probably had something of that in her thoughts when alluding to the misunderstandings which he had given us hints of before
emma_048	18	19	1	5	1	5	one natural consequence of the evil she had involved herself in she said was that of making her unreasonable
emma_048	19	34	1	3	2	6	the consciousness of having done amiss had exposed her to a thousand inquietudes and made her captious and irritable to a degree that must have been that had been hard for him to bear
emma_048	20	50	1	2	4	8	i did not make the allowances said she which i ought to have done for his temper and spirits his delightful spirits and that gaiety that playfulness of disposition which under any other circumstances would i am sure have been as constantly bewitching to me as they were at first
emma_048	21	58	3	5	3	5	she then began to speak of you and of the great kindness you had shewn her during her illness and with a blush which shewed me how it was all connected desired me whenever i had an opportunity to thank you i could not thank you too much for every wish and every endeavour to do her good
emma_048	22	13	0	0	1	8	she was sensible that you had never received any proper acknowledgment from herself
emma_048	23	35	1	3	2	6	if i did not know her to be happy now said emma seriously which in spite of every little drawback from her scrupulous conscience she must be i could not bear these thanks for oh
emma_048	24	99	4	4	10	10	she talked with a great deal of reason and at least equal affection but she had too much to urge for emma s attention it was soon gone to brunswick square or to donwell she forgot to attempt to listen and when mrs weston ended with we have not yet had the letter we are so anxious for you know but i hope it will soon come she was obliged to pause before she answered and at last obliged to answer at random before she could at all recollect what letter it was which they were so anxious for
emma_048	25	5	0	0	1	20	are you well my emma
emma_048	26	27	0	0	1	4	mrs weston s communications furnished emma with more food for unpleasant reflection by increasing her esteem and compassion and her sense of past injustice towards miss fairfax
emma_048	27	26	2	8	1	4	she bitterly regretted not having sought a closer acquaintance with her and blushed for the envious feelings which had certainly been in some measure the cause
emma_048	28	64	2	3	5	8	had she followed mr knightley s known wishes in paying that attention to miss fairfax which was every way her due had she tried to know her better had she done her part towards intimacy had she endeavoured to find a friend there instead of in harriet smith she must in all probability have been spared from every pain which pressed on her now
emma_048	29	81	1	1	11	14	and if he were to be lost to them for harriet s sake if he were to be thought of hereafter as finding in harriet s society all that he wanted if harriet were to be the chosen the first the dearest the friend the wife to whom he looked for all the best blessings of existence what could be increasing emma s wretchedness but the reflection never far distant from her mind that it had been all her own work
emma_048	30	101	3	3	8	8	when it came to such a pitch as this she was not able to refrain from a start or a heavy sigh or even from walking about the room for a few seconds and the only source whence any thing like consolation or composure could be drawn was in the resolution of her own better conduct and the hope that however inferior in spirit and gaiety might be the following and every future winter of her life to the past it would yet find her more rational more acquainted with herself and leave her less to regret when it were gone
