chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
northanger_008	1	50	1	2	3	6	was uttered at the same moment by catherine and on catching the young men s eyes the horse was immediately checked with a violence which almost threw him on his haunches and the servant having now scampered up the gentlemen jumped out and the equipage was delivered to his care
northanger_008	2	110	1	1	7	6	catherine by whom this meeting was wholly unexpected received her brother with the liveliest pleasure and he being of a very amiable disposition and sincerely attached to her gave every proof on his side of equal satisfaction which he could have leisure to do while the bright eyes of miss thorpe were incessantly challenging his notice and to her his devoirs were speedily paid with a mixture of joy and embarrassment which might have informed catherine had she been more expert in the development of other people s feelings and less simply engrossed by her own that her brother thought her friend quite as pretty as she could do herself
northanger_008	3	51	1	2	2	4	john thorpe who in the meantime had been giving orders about the horses soon joined them and from him she directly received the amends which were her due for while he slightly and carelessly touched the hand of isabella on her he bestowed a whole scrape and half a short bow
northanger_008	4	24	0	0	3	12	and i am sure said catherine i know so little of such things that i can not judge whether it was cheap or dear
northanger_008	5	11	0	0	1	9	that was very good natured of you said catherine quite pleased
northanger_008	6	19	0	0	0	0	john thorpe kept of course with catherine and after a few minutes silence renewed the conversation about his gig
northanger_008	7	18	1	6	1	6	thank you said catherine in some distress from a doubt of the propriety of accepting such an offer
northanger_008	8	4	0	0	0	0	said catherine very seriously
northanger_008	9	20	0	0	1	5	my dearest catherine i quite envy you but i am afraid brother you will not have room for a third
northanger_008	10	20	0	0	0	0	this brought on a dialogue of civilities between the other two but catherine heard neither the particulars nor the result
northanger_008	11	107	2	2	6	6	her companion s discourse now sunk from its hitherto animated pitch to nothing more than a short decisive sentence of praise or condemnation on the face of every woman they met and catherine after listening and agreeing as long as she could with all the civility and deference of the youthful female mind fearful of hazarding an opinion of its own in opposition to that of a self assured man especially where the beauty of her own sex is concerned ventured at length to vary the subject by a question which had been long uppermost in her thoughts it was have you ever read udolpho mr thorpe
northanger_008	12	61	1	2	4	7	catherine humbled and ashamed was going to apologize for her question but he prevented her by saying novels are all so full of nonsense and stuff there has not been a tolerably decent one come out since tom jones except the monk i read that t other day but as for all the others they are the stupidest things in creation
northanger_008	13	17	1	6	2	12	udolpho was written by mrs radcliffe said catherine with some hesitation from the fear of mortifying him
northanger_008	14	58	0	0	1	2	this critique the justness of which was unfortunately lost on poor catherine brought them to the door of mrs thorpe s lodgings and the feelings of the discerning and unprejudiced reader of camilla gave way to the feelings of the dutiful and affectionate son as they met mrs thorpe who had descried them from above in the passage
northanger_008	15	62	3	5	5	8	these manners did not please catherine but he was james s friend and isabella s brother and her judgment was further bought off by isabella s assuring her when they withdrew to see the new hat that john thought her the most charming girl in the world and by john s engaging her before they parted to dance with him that evening
northanger_008	16	93	5	5	7	8	had she been older or vainer such attacks might have done little but where youth and diffidence are united it requires uncommon steadiness of reason to resist the attraction of being called the most charming girl in the world and of being so very early engaged as a partner and the consequence was that when the two morlands after sitting an hour with the thorpes set off to walk together to mr allen s and james as the door was closed on them said well catherine how do you like my friend thorpe
northanger_008	17	39	2	5	5	13	instead of answering as she probably would have done had there been no friendship and no flattery in the case i do not like him at all she directly replied i like him very much he seems very agreeable
northanger_008	18	34	0	0	2	6	she said the highest things in your praise that could possibly be and the praise of such a girl as miss thorpe even you catherine taking her hand with affection may be proud of
northanger_008	19	42	0	0	5	12	i need not ask you whether you are happy here my dear catherine with such a companion and friend as isabella thorpe it would be impossible for you to be otherwise and the allens i am sure are very kind to you
northanger_008	20	25	0	0	0	0	james accepted this tribute of gratitude and qualified his conscience for accepting it too by saying with perfect sincerity indeed catherine i love you dearly
northanger_008	21	80	1	1	5	6	the time of the two parties uniting in the octagon room being correctly adjusted catherine was then left to the luxury of a raised restless and frightened imagination over the pages of udolpho lost from all worldly concerns of dressing and dinner incapable of soothing mrs allen s fears on the delay of an expected dressmaker and having only one minute in sixty to bestow even on the reflection of her own felicity in being already engaged for the evening
