chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_035	1	9	1	11	1	11	elinor s curiosity to see mrs ferrars was satisfied
sense_035	2	69	1	1	6	9	she wondered that lucy s spirits could be so very much elevated by the civility of mrs ferrars that her interest and her vanity should so very much blind her as to make the attention which seemed only paid her because she was  not elinor  appear a compliment to herself or to allow her to derive encouragement from a preference only given her because her real situation was unknown
sense_035	3	54	4	7	5	9	but that it was so had not only been declared by lucy s eyes at the time but was declared over again the next morning more openly for at her particular desire lady middleton set her down in berkeley street on the chance of seeing elinor alone to tell her how happy she was
sense_035	4	28	2	7	2	7	elinor wished to talk of something else but lucy still pressed her to own that she had reason for her happiness and elinor was obliged to go on
sense_035	5	62	1	2	7	11	undoubtedly if they had known your engagement said she nothing could be more flattering than their treatment of you but as that was not the case i guessed you would say so replied lucy quickly but there was no reason in the world why mrs ferrars should seem to like me if she did not and her liking me is every thing
sense_035	6	13	3	23	0	0	to this elinor had no answer to make and did not attempt any
sense_035	7	12	3	25	1	8	elinor tried to make a civil answer though doubting her own success
sense_035	8	16	1	6	1	6	but elinor would not give her any encouragement to hope that she  should  tell her sister
sense_035	9	30	4	13	2	7	elinor was prevented from making any reply to this civil triumph by the door s being thrown open the servant s announcing mr ferrars and edward s immediately walking in
sense_035	10	53	1	2	3	6	but elinor had more to do and so anxious was she for his sake and her own to do it well that she forced herself after a moment s recollection to welcome him with a look and manner that were almost easy and almost open and another struggle another effort still improved them
sense_035	11	45	1	2	2	4	she would not allow the presence of lucy nor the consciousness of some injustice towards herself to deter her from saying that she was happy to see him and that she had very much regretted being from home when he called before in berkeley street
sense_035	12	61	2	3	1	2	her manners gave some re assurance to edward and he had courage enough to sit down but his embarrassment still exceeded that of the ladies in a proportion which the case rendered reasonable though his sex might make it rare for his heart had not the indifference of lucy s nor could his conscience have quite the ease of elinor s
sense_035	13	63	3	5	4	6	lucy with a demure and settled air seemed determined to make no contribution to the comfort of the others and would not say a word and almost every thing that  was  said proceeded from elinor who was obliged to volunteer all the information about her mother s health their coming to town c which edward ought to have inquired about but never did
sense_035	14	62	3	5	3	5	her exertions did not stop here for she soon afterwards felt herself so heroically disposed as to determine under pretence of fetching marianne to leave the others by themselves and she really did it and  that  in the handsomest manner for she loitered away several minutes on the landing place with the most high minded fortitude before she went to her sister
sense_035	15	5	1	20	1	20	elinor is well you see
sense_035	16	20	2	10	1	5	i think elinor she presently added we must employ edward to take care of us in our return to barton
sense_035	17	34	2	6	3	9	elinor was very angry but marianne seemed entirely insensible of the sting for she calmly replied not so indeed for seriously speaking i am very sure that conscience only kept edward from harley street
sense_035	18	22	1	5	2	9	marianne looked at her steadily and said you know elinor that this is a kind of talking which i can not bear
sense_035	19	56	1	2	4	7	she then left the room and elinor dared not follow her to say more for bound as she was by her promise of secrecy to lucy she could give no information that would convince marianne and painful as the consequences of her still continuing in an error might be she was obliged to submit to it
