chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
emma_054	1	36	1	3	4	11	it was an alarming change and emma was thinking of it one morning as what must bring a great deal to agitate and grieve her when mr knightley came in and distressing thoughts were put by
emma_054	2	26	2	8	2	8	after the first chat of pleasure he was silent and then in a graver tone began with i have something to tell you emma some news
emma_054	3	8	1	12	0	0	said she quickly looking up in his face
emma_054	4	25	1	4	2	8	i am afraid said he composing his features i am very much afraid my dear emma that you will not smile when you hear it
emma_054	5	13	1	8	0	0	he paused a moment again smiling with his eyes fixed on her face
emma_054	6	22	0	0	4	18	emma gave a start which did not seem like being prepared and her eyes in eager gaze said no this is impossible
emma_054	7	5	0	0	1	20	but her lips were closed
emma_054	8	11	1	9	1	9	she was still looking at him with the most speaking amazement
emma_054	9	10	0	0	2	20	you like it my emma as little as i feared
emma_054	10	11	1	9	0	0	you mistake me you quite mistake me she replied exerting herself
emma_054	11	7	2	29	0	0	emma dared not attempt any immediate reply
emma_054	12	15	1	7	2	13	to speak she was sure would be to betray a most unreasonable degree of happiness
emma_054	13	11	0	0	1	9	she must wait a moment or he would think her mad
emma_054	14	39	2	5	3	8	her silence disturbed him and after observing her a little while he added emma my love you said that this circumstance would not now make you unhappy but i am afraid it gives you more pain than you expected
emma_054	15	20	1	5	1	5	his rank in society i would alter if i could which is saying a great deal i assure you emma
emma_054	16	35	4	11	2	6	he wanted her to look up and smile and having now brought herself not to smile too broadly she did cheerfully answering you need not be at any pains to reconcile me to the match
emma_054	17	22	3	14	1	5	emma could not help laughing as she answered upon my word i believe you know her quite as well as i do
emma_054	18	15	0	0	1	7	but mr knightley are you perfectly sure that she has absolutely and downright accepted him
emma_054	19	11	0	0	2	18	i could suppose she might in time but can she already
emma_054	20	76	3	4	6	8	the contrast between the countenance and air of mr knightley and robert martin was at this moment so strong to emma s feelings and so strong was the recollection of all that had so recently passed on harriet s side so fresh the sound of those words spoken with such emphasis no i hope i know better than to think of robert martin that she was really expecting the intelligence to prove in some measure premature
emma_054	21	16	2	12	2	12	i am perfectly satisfied replied emma with the brightest smiles and most sincerely wish them happy
emma_054	22	5	1	20	0	0	cried emma shaking her head
emma_054	23	22	1	5	3	14	emma was extremely glad to see him but there was a degree of confusion a number of embarrassing recollections on each side
emma_054	24	67	4	6	7	10	they met readily and smiling but with a consciousness which at first allowed little to be said and having all sat down again there was for some time such a blank in the circle that emma began to doubt whether the wish now indulged which she had long felt of seeing frank churchill once more and of seeing him with jane would yield its proportion of pleasure
emma_054	25	12	0	0	0	0	no indeed cried emma most happy to begin not in the least
emma_054	26	21	2	10	1	5	he thanked her with all his heart and continued some time to speak with serious feeling of his gratitude and happiness
emma_054	27	5	1	20	1	20	is not she looking well
emma_054	28	10	0	0	1	10	emma blushed and forbade its being pronounced in her hearing
emma_054	29	11	0	0	3	27	i can never think of it she cried without extreme shame
emma_054	30	9	0	0	1	11	it is not now worth a regret said emma
emma_054	31	25	1	4	4	16	i have some hope resumed he of my uncle s being persuaded to pay a visit at randalls he wants to be introduced to her
emma_054	32	22	2	9	2	9	when the campbells are returned we shall meet them in london and continue there i trust till we may carry her northward
emma_054	33	16	0	0	2	12	but now i am at such a distance from her is not it hard miss woodhouse
emma_054	34	18	1	6	0	0	emma spoke her pity so very kindly that with a sudden accession of gay thought he cried ah
emma_054	35	4	1	25	0	0	she coloured and laughed
emma_054	36	42	3	7	4	10	emma was delighted and only wanted him to go on in the same style but his mind was the next moment in his own concerns and with his own jane and his next words were did you ever see such a skin
emma_054	37	26	1	4	3	12	i have always admired her complexion replied emma archly but do not i remember the time when you found fault with her for being so pale
emma_054	38	8	0	0	0	0	when we first began to talk of her
emma_054	39	40	1	2	1	2	how could i dare but he laughed so heartily at the recollection that emma could not help saying i do suspect that in the midst of your perplexities at that time you had very great amusement in tricking us all
emma_054	40	23	3	13	1	4	very beautiful indeed replied emma and she spoke so kindly that he gratefully burst out how delighted i am to see you again
emma_054	41	15	2	13	0	0	said he to emma and trying as he spoke to catch miss fairfax s eye
emma_054	42	32	3	9	3	9	emma soon recollected and understood him and while she joined in the laugh it was evident from jane s countenance that she too was really hearing him though trying to seem deaf
emma_054	43	72	3	4	5	7	he had a great deal to say in return and very entertainingly but emma s feelings were chiefly with jane in the argument and on leaving randalls and falling naturally into a comparison of the two men she felt that pleased as she had been to see frank churchill and really regarding him as she did with friendship she had never been more sensible of mr knightley s high superiority of character
