chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_009	1	56	2	4	2	4	9 elizabeth passed the chief of the night in her sister s room and in the morning had the pleasure of being able to send a tolerable answer to the enquiries which she very early received from mr bingley by a housemaid and some time afterwards from the two elegant ladies who waited on his sisters
pride_009	2	29	0	0	1	3	in spite of this amendment however she requested to have a note sent to longbourn desiring her mother to visit jane and form her own judgement of her situation
pride_009	3	12	0	0	2	17	that is exactly what i should have supposed of you said elizabeth
pride_009	4	5	1	20	0	0	cried he turning towards her
pride_009	5	11	0	0	1	9	indeed mamma you are mistaken said elizabeth blushing for her mother
pride_009	6	12	0	0	0	0	nothing but concern for elizabeth could enable bingley to keep his countenance
pride_009	7	28	1	4	1	4	elizabeth for the sake of saying something that might turn her mother s thoughts now asked her if charlotte lucas had been at longbourn since  her  coming away
pride_009	8	8	0	0	0	0	and so ended his affection said elizabeth impatiently
pride_009	9	20	2	10	2	10	darcy only smiled and the general pause which ensued made elizabeth tremble lest her mother should be exposing herself again
pride_009	10	39	2	5	2	5	she longed to speak but could think of nothing to say and after a short silence mrs bennet began repeating her thanks to mr bingley for his kindness to jane with an apology for troubling him also with lizzy
pride_009	11	58	3	5	1	2	mrs bennet and her daughters then departed and elizabeth returned instantly to jane leaving her own and her relations behaviour to the remarks of the two ladies and mr darcy the latter of whom however could not be prevailed on to join in their censure of  her  in spite of all miss bingley s witticisms on  fine eyes 
