chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
sense_033	1	41	2	5	1	2	she expressly conditioned however for paying no visits and would do no more than accompany them to gray s in sackville street where elinor was carrying on a negotiation for the exchange of a few old fashioned jewels of her mother
sense_033	2	46	2	4	7	15	all that could be done was to sit down at that end of the counter which seemed to promise the quickest succession one gentleman only was standing there and it is probable that elinor was not without hope of exciting his politeness to a quicker despatch
sense_033	3	24	0	0	1	4	elinor lost no time in bringing her business forward was on the point of concluding it when another gentleman presented himself at her side
sense_033	4	17	1	6	2	12	she turned her eyes towards his face and found him with some surprise to be her brother
sense_033	5	12	0	0	2	17	elinor found that he and fanny had been in town two days
sense_033	6	43	2	5	4	9	elinor did feel a little ashamed of her brother and was not sorry to be spared the necessity of answering him by the arrival of mrs jennings s servant who came to tell her that his mistress waited for them at the door
sense_033	7	26	1	4	0	0	after staying with them half an hour he asked elinor to walk with him to conduit street and introduce him to sir john and lady middleton
sense_033	8	24	0	0	2	8	he seems a most gentlemanlike man and i think elinor i may congratulate you on the prospect of a very respectable establishment in life
sense_033	9	32	1	3	3	9	two thousand a year and then working himself up to a pitch of enthusiastic generosity he added elinor i wish with all my heart it were  twice  as much for your sake
sense_033	10	22	1	5	3	14	indeed i believe you replied elinor but i am very sure that colonel brandon has not the smallest wish of marrying  me 
sense_033	11	9	0	0	2	22	you are mistaken elinor you are very much mistaken
sense_033	12	6	1	17	0	0	elinor would not vouchsafe any answer
sense_033	13	12	1	8	2	17	is mr edward ferrars said elinor with resolution going to be married
sense_033	14	4	1	25	0	0	elinor could only smile
sense_033	15	19	0	0	2	11	certainly said elinor and assisted by her liberality i hope you may yet live to be in easy circumstances
sense_033	16	22	0	0	2	9	elinor kept her concern and her censure to herself and was very thankful that marianne was not present to share the provocation
sense_033	17	54	2	4	0	0	having now said enough to make his poverty clear and to do away the necessity of buying a pair of ear rings for each of his sisters in his next visit at gray s his thoughts took a cheerfuller turn and he began to congratulate elinor on having such a friend as mrs jennings
sense_033	18	10	0	0	1	10	but my dear elinor what is the matter with marianne
sense_033	19	41	1	2	4	10	i know very little of dorsetshire but my dear elinor i shall be exceedingly glad to know more of it and i think i can answer for your having fanny and myself among the earliest and best pleased of your visitors
sense_033	20	51	2	4	8	16	elinor tried very seriously to convince him that there was no likelihood of her marrying colonel brandon but it was an expectation of too much pleasure to himself to be relinquished and he was really resolved on seeking an intimacy with that gentleman and promoting the marriage by every possible attention
