chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
pride_058	1	40	1	2	2	5	58 instead of receiving any such letter of excuse from his friend as elizabeth half expected mr bingley to do he was able to bring darcy with him to longbourn before many days had passed after lady catherine s visit
pride_058	2	13	0	0	1	8	they lagged behind while elizabeth kitty and darcy were to entertain each other
pride_058	3	30	0	0	4	13	very little was said by either kitty was too much afraid of him to talk elizabeth was secretly forming a desperate resolution and perhaps he might be doing the same
pride_058	4	35	5	14	1	3	they walked towards the lucases because kitty wished to call upon maria and as elizabeth saw no occasion for making it a general concern when kitty left them she went boldly on with him alone
pride_058	5	9	1	11	1	11	elizabeth was too much embarrassed to say a word
pride_058	6	15	1	7	1	7	after a short pause her companion added you are too generous to trifle with me
pride_058	7	56	2	4	2	4	elizabeth feeling all the more than common awkwardness and anxiety of his situation now forced herself to speak and immediately though not very fluently gave him to understand that her sentiments had undergone so material a change since the period to which he alluded as to make her receive with gratitude and pleasure his present assurances
pride_058	8	57	4	7	4	7	had elizabeth been able to encounter his eye she might have seen how well the expression of heartfelt delight diffused over his face became him but though she could not look she could listen and he told her of feelings which in proving of what importance she was to him made his affection every moment more valuable
pride_058	9	89	3	3	1	1	she soon learnt that they were indebted for their present good understanding to the efforts of his aunt who  did  call on him in her return through london and there relate her journey to longbourn its motive and the substance of her conversation with elizabeth dwelling emphatically on every expression of the latter which in her ladyship s apprehension peculiarly denoted her perverseness and assurance in the belief that such a relation must assist her endeavours to obtain that promise from her nephew which  she  had refused to give
pride_058	10	20	2	10	1	5	elizabeth coloured and laughed as she replied yes you know enough of my  frankness  to believe me capable of  that 
pride_058	11	16	0	0	0	0	we will not quarrel for the greater share of blame annexed to that evening said elizabeth
pride_058	12	22	0	0	2	9	such i was from eight to eight and twenty and such i might still have been but for you dearest loveliest elizabeth
pride_058	13	2	0	0	0	0	said elizabeth
pride_058	14	17	0	0	2	12	and though he exclaimed at the term she found that it had been pretty much the case
pride_058	15	13	1	8	0	0	elizabeth could not help smiling at his easy manner of directing his friend
pride_058	16	25	2	8	0	0	did you speak from your own observation said she when you told him that my sister loved him or merely from my information last spring
pride_058	17	25	0	0	4	16	elizabeth longed to observe that mr bingley had been a most delightful friend so easily guided that his worth was invaluable but she checked herself
pride_058	18	20	1	5	2	10	she remembered that he had yet to learn to be laughed at and it was rather too early to begin
