chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_020	1	15	2	13	1	7	anne was the nearest to him and making yet a little advance she instantly spoke
persuasion_020	2	16	1	6	1	6	he was preparing only to bow and pass on but her gentle how do you do
persuasion_020	3	28	3	11	0	0	brought him out of the straight line to stand near her and make enquiries in return in spite of the formidable father and sister in the back ground
persuasion_020	4	29	1	3	4	14	their being in the back ground was a support to anne she knew nothing of their looks and felt equal to everything which she believed right to be done
persuasion_020	5	14	1	7	1	7	while they were speaking a whispering between her father and elizabeth caught her ear
persuasion_020	6	55	3	5	1	2	she could not distinguish but she must guess the subject and on captain wentworth s making a distant bow she comprehended that her father had judged so well as to give him that simple acknowledgement of acquaintance and she was just in time by a side glance to see a slight curtsey from elizabeth herself
persuasion_020	7	28	0	0	3	11	a sudden recollection seemed to occur and to give him some taste of that emotion which was reddening anne s cheeks and fixing her eyes on the ground
persuasion_020	8	82	4	5	3	4	either from the consciousness however that his friend had recovered or from other consciousness he went no farther and anne who in spite of the agitated voice in which the latter part had been uttered and in spite of all the various noises of the room the almost ceaseless slam of the door and ceaseless buzz of persons walking through had distinguished every word was struck gratified confused and beginning to breathe very quick and feel an hundred things in a moment
persuasion_020	9	48	2	4	5	10	it was impossible for her to enter on such a subject and yet after a pause feeling the necessity of speaking and having not the smallest wish for a total change she only deviated so far as to say you were a good while at lyme i think
persuasion_020	10	11	1	9	1	9	i should very much like to see lyme again said anne
persuasion_020	11	22	1	5	3	14	the last hours were certainly very painful replied anne but when pain is over the remembrance of it often becomes a pleasure
persuasion_020	12	17	1	6	2	12	the others joined them and it was a group in which anne found herself also necessarily included
persuasion_020	13	6	0	0	1	17	she was divided from captain wentworth
persuasion_020	14	48	0	0	2	4	she had learnt in the last ten minutes more of his feelings towards louisa more of all his feelings than she dared to think of and she gave herself up to the demands of the party to the needful civilities of the moment with exquisite though agitated sensations
persuasion_020	15	13	1	8	1	8	very very happy were both elizabeth and anne elliot as they walked in
persuasion_020	16	70	1	1	3	4	elizabeth arm in arm with miss carteret and looking on the broad back of the dowager viscountess dalrymple before her had nothing to wish for which did not seem within her reach and anne but it would be an insult to the nature of anne s felicity to draw any comparison between it and her sister s the origin of one all selfish vanity of the other all generous attachment
persuasion_020	17	11	1	9	1	9	anne saw nothing thought nothing of the brilliancy of the room
persuasion_020	18	5	0	0	1	20	her happiness was from within
persuasion_020	19	14	0	0	1	7	her eyes were bright and her cheeks glowed but she knew nothing about it
persuasion_020	20	24	1	4	2	8	she was thinking only of the last half hour and as they passed to their seats her mind took a hasty range over it
persuasion_020	21	24	2	8	1	4	his choice of subjects his expressions and still more his manner and look had been such as she could see in only one light
persuasion_020	22	84	3	4	6	7	his opinion of louisa musgrove s inferiority an opinion which he had seemed solicitous to give his wonder at captain benwick his feelings as to a first strong attachment sentences begun which he could not finish his half averted eyes and more than half expressive glance all all declared that he had a heart returning to her at least that anger resentment avoidance were no more and that they were succeeded not merely by friendship and regard but by the tenderness of the past
persuasion_020	23	4	0	0	0	0	he must love her
persuasion_020	24	39	3	8	1	3	these were thoughts with their attendant visions which occupied and flurried her too much to leave her any power of observation and she passed along the room without having a glimpse of him without even trying to discern him
persuasion_020	25	59	4	7	7	12	when their places were determined on and they were all properly arranged she looked round to see if he should happen to be in the same part of the room but he was not her eye could not reach him and the concert being just opening she must consent for a time to be happy in a humbler way
persuasion_020	26	40	0	0	3	8	the party was divided and disposed of on two contiguous benches anne was among those on the foremost and mr elliot had manoeuvred so well with the assistance of his friend colonel wallis as to have a seat by her
persuasion_020	27	18	0	0	1	6	miss elliot surrounded by her cousins and the principal object of colonel wallis s gallantry was quite contented
persuasion_020	28	52	0	0	4	8	anne s mind was in a most favourable state for the entertainment of the evening it was just occupation enough she had feelings for the tender spirits for the gay attention for the scientific and patience for the wearisome and had never liked a concert better at least during the first act
persuasion_020	29	22	4	18	0	0	towards the close of it in the interval succeeding an italian song she explained the words of the song to mr elliot
persuasion_020	30	48	1	2	4	8	this said she is nearly the sense or rather the meaning of the words for certainly the sense of an italian love song must not be talked of but it is as nearly the meaning as i can give for i do not pretend to understand the language
persuasion_020	31	58	2	3	7	12	i have not had the pleasure of visiting in camden place so long replied he without knowing something of miss anne elliot and i do regard her as one who is too modest for the world in general to be aware of half her accomplishments and too highly accomplished for modesty to be natural in any other woman
persuasion_020	32	20	0	0	4	20	to have been described long ago to a recent acquaintance by nameless people is irresistible and anne was all curiosity
persuasion_020	33	9	0	0	1	11	she wondered and questioned him eagerly but in vain
persuasion_020	34	16	2	12	1	6	he would mention no names now but such he could assure her had been the fact
persuasion_020	35	32	0	0	1	3	he had many years ago received such a description of miss anne elliot as had inspired him with the highest idea of her merit and excited the warmest curiosity to know her
persuasion_020	36	28	1	4	1	4	anne could think of no one so likely to have spoken with partiality of her many years ago as the mr wentworth of monkford captain wentworth s brother
persuasion_020	37	18	0	0	1	6	he might have been in mr elliot s company but she had not courage to ask the question
persuasion_020	38	15	0	0	1	7	the name of anne elliot said he has long had an interesting sound to me
persuasion_020	39	30	1	3	4	13	such she believed were his words but scarcely had she received their sound than her attention was caught by other sounds immediately behind her which rendered every thing else trivial
persuasion_020	40	7	1	14	1	14	her father and lady dalrymple were speaking
persuasion_020	41	29	1	3	0	0	before sir walter had reached this point anne s eyes had caught the right direction and distinguished captain wentworth standing among a cluster of men at a little distance
persuasion_020	42	13	0	0	2	15	as her eyes fell on him his seemed to be withdrawn from her
persuasion_020	43	45	2	4	8	18	it seemed as if she had been one moment too late and as long as she dared observe he did not look again but the performance was recommencing and she was forced to seem to restore her attention to the orchestra and look straight forward
persuasion_020	44	10	1	10	0	0	when she could give another glance he had moved away
persuasion_020	45	26	0	0	1	4	he could not have come nearer to her if he would she was so surrounded and shut in but she would rather have caught his eye
persuasion_020	46	7	0	0	0	0	mr elliot s speech too distressed her
persuasion_020	47	10	0	0	1	10	she had no longer any inclination to talk to him
persuasion_020	48	7	0	0	1	14	she wished him not so near her
persuasion_020	49	28	1	4	1	4	now she hoped for some beneficial change and after a period of nothing saying amongst the party some of them did decide on going in quest of tea
persuasion_020	50	12	0	0	1	8	anne was one of the few who did not choose to move
persuasion_020	51	48	0	0	2	4	she remained in her seat and so did lady russell but she had the pleasure of getting rid of mr elliot and she did not mean whatever she might feel on lady russell s account to shrink from conversation with captain wentworth if he gave her the opportunity
persuasion_020	52	13	2	15	1	8	she was persuaded by lady russell s countenance that she had seen him
persuasion_020	53	13	0	0	1	8	anne sometimes fancied she discerned him at a distance but he never came
persuasion_020	54	12	0	0	0	0	to anne it chiefly wore the prospect of an hour of agitation
persuasion_020	55	21	3	14	0	0	she could not quit that room in peace without seeing captain wentworth once more without the interchange of one friendly look
persuasion_020	56	17	0	0	2	12	in re settling themselves there were now many changes the result of which was favourable for her
persuasion_020	57	65	4	6	4	6	colonel wallis declined sitting down again and mr elliot was invited by elizabeth and miss carteret in a manner not to be refused to sit between them and by some other removals and a little scheming of her own anne was enabled to place herself much nearer the end of the bench than she had been before much more within reach of a passer by
persuasion_020	58	56	2	4	2	4	she could not do so without comparing herself with miss larolles the inimitable miss larolles but still she did it and not with much happier effect though by what seemed prosperity in the shape of an early abdication in her next neighbours she found herself at the very end of the bench before the concert closed
persuasion_020	59	32	4	12	0	0	anne replied and spoke in defence of the performance so well and yet in allowance for his feelings so pleasantly that his countenance improved and he replied again with almost a smile
persuasion_020	60	42	5	12	0	0	they talked for a few minutes more the improvement held he even looked down towards the bench as if he saw a place on it well worth occupying when at that moment a touch on her shoulder obliged anne to turn round
persuasion_020	61	14	1	7	1	7	he begged her pardon but she must be applied to to explain italian again
persuasion_020	62	16	1	6	0	0	anne could not refuse but never had she sacrificed to politeness with a more suffering spirit
persuasion_020	63	43	2	5	2	5	a few minutes though as few as possible were inevitably consumed and when her own mistress again when able to turn and look as she had done before she found herself accosted by captain wentworth in a reserved yet hurried sort of farewell
persuasion_020	64	18	1	6	2	11	he must wish her good night he was going he should get home as fast as he could
persuasion_020	65	16	1	6	3	19	said anne suddenly struck by an idea which made her yet more anxious to be encouraging
persuasion_020	66	6	0	0	0	0	captain wentworth jealous of her affection
persuasion_020	67	11	0	0	1	9	could she have believed it a week ago three hours ago
persuasion_020	68	18	0	0	0	0	how in all the peculiar disadvantages of their respective situations would he ever learn of her real sentiments
