chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
emma_017	1	5	0	0	1	20	emma was most agreeably surprized
emma_017	2	22	1	5	2	9	she admired him for contriving it though not able to give him much credit for the manner in which it was announced
emma_017	3	22	1	5	2	9	resentment could not have been more plainly spoken than in a civility to her father from which she was so pointedly excluded
emma_017	4	10	0	0	0	0	she had not even a share in his opening compliments
emma_017	5	40	2	5	4	10	her name was not mentioned and there was so striking a change in all this and such an ill judged solemnity of leave taking in his graceful acknowledgments as she thought at first could not escape her father s suspicion
emma_017	6	36	1	3	2	6	her father was quite taken up with the surprize of so sudden a journey and his fears that mr elton might never get safely to the end of it and saw nothing extraordinary in his language
emma_017	7	20	1	5	1	5	mr woodhouse talked over his alarms and emma was in spirits to persuade them away with all her usual promptitude
emma_017	8	11	0	0	2	18	she now resolved to keep harriet no longer in the dark
emma_017	9	37	1	3	2	5	she had reason to believe her nearly recovered from her cold and it was desirable that she should have as much time as possible for getting the better of her other complaint before the gentleman s return
emma_017	10	24	1	4	2	8	she went to mrs goddard s accordingly the very next day to undergo the necessary penance of communication and a severe one it was
emma_017	11	53	0	0	3	6	she had to destroy all the hopes which she had been so industriously feeding to appear in the ungracious character of the one preferred and acknowledge herself grossly mistaken and mis judging in all her ideas on one subject all her observations all her convictions all her prophecies for the last six weeks
emma_017	12	27	1	4	3	11	the confession completely renewed her first shame and the sight of harriet s tears made her think that she should never be in charity with herself again
emma_017	13	32	0	0	4	12	emma was in the humour to value simplicity and modesty to the utmost and all that was amiable all that ought to be attaching seemed on harriet s side not her own
emma_017	14	76	2	3	6	8	her tears fell abundantly but her grief was so truly artless that no dignity could have made it more respectable in emma s eyes and she listened to her and tried to console her with all her heart and understanding really for the time convinced that harriet was the superior creature of the two and that to resemble her would be more for her own welfare and happiness than all that genius or intelligence could do
emma_017	15	66	0	0	2	3	harriet did think him all perfection and maintained the non existence of any body equal to him in person or goodness and did in truth prove herself more resolutely in love than emma had foreseen but yet it appeared to her so natural so inevitable to strive against an inclination of that sort unrequited that she could not comprehend its continuing very long in equal force
emma_017	16	42	3	7	2	5	if mr elton on his return made his own indifference as evident and indubitable as she could not doubt he would anxiously do she could not imagine harriet s persisting to place her happiness in the sight or the recollection of him
emma_017	17	35	1	3	5	14	where the wound had been given there must the cure be found if anywhere and emma felt that till she saw her in the way of cure there could be no true peace for herself
