chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
mansfield_033	1	73	3	4	6	8	the effect of the whole was a manner so pitying and agitated and words intermingled with her refusal so expressive of obligation and concern that to a temper of vanity and hope like crawford s the truth or at least the strength of her indifference might well be questionable and he was not so irrational as fanny considered him in the professions of persevering assiduous and not desponding attachment which closed the interview
mansfield_033	2	36	3	8	4	11	it was with reluctance that he suffered her to go but there was no look of despair in parting to belie his words or give her hopes of his being less unreasonable than he professed himself
mansfield_033	3	4	0	0	1	25	now she was angry
mansfield_033	4	19	0	0	3	16	here was again a want of delicacy and regard for others which had formerly so struck and disgusted her
mansfield_033	5	16	0	0	1	6	here was again a something of the same mr crawford whom she had so reprobated before
mansfield_033	6	20	0	0	2	10	had her own affections been as free as perhaps they ought to have been he never could have engaged them
mansfield_033	7	21	0	0	3	14	mr crawford s steadiness was honoured and fanny was praised and the connexion was still the most desirable in the world
mansfield_033	8	62	1	2	7	11	indeed sir said fanny i am very sorry that mr crawford should continue to i know that it is paying me a very great compliment and i feel most undeservedly honoured but i am so perfectly convinced and i have told him so that it never will be in my power my dear interrupted sir thomas there is no occasion for this
mansfield_033	9	13	0	0	2	15	the promised departure was all that fanny could think of with much satisfaction
mansfield_033	10	40	0	0	5	12	her uncle s kind expressions however and forbearing manner were sensibly felt and when she considered how much of the truth was unknown to him she believed she had no right to wonder at the line of conduct he pursued
mansfield_033	11	34	1	3	6	18	by convincing her that fanny  was  very pretty which she had been doubting about before and that she would be advantageously married it made her feel a sort of credit in calling her niece
mansfield_033	12	45	1	2	4	9	well fanny said she as soon as they were alone together afterwards and she really had known something like impatience to be alone with her and her countenance as she spoke had extraordinary animation well fanny i have had a very agreeable surprise this morning
mansfield_033	13	23	0	0	3	13	and you must be aware fanny that it is every young woman s duty to accept such a very unexceptionable offer as this
mansfield_033	14	29	1	3	3	10	i will tell you what fanny said she i am sure he fell in love with you at the ball i am sure the mischief was done that evening
mansfield_033	15	38	2	5	1	3	and still pursuing the same cheerful thoughts she soon afterwards added and i will tell you what fanny which is more than i did for maria the next time pug has a litter you shall have a puppy
