chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
emma_009	1	14	0	0	0	0	ix mr knightley might quarrel with her but emma could not quarrel with herself
emma_009	2	29	0	0	2	7	emma was soon perfectly satisfied of mr martin s being no otherwise remembered than as he furnished a contrast with mr elton of the utmost advantage to the latter
emma_009	3	37	1	3	0	0	her views of improving her little friend s mind by a great deal of useful reading and conversation had never yet led to more than a few first chapters and the intention of going on to morrow
emma_009	4	93	3	3	4	4	it was much easier to chat than to study much pleasanter to let her imagination range and work at harriet s fortune than to be labouring to enlarge her comprehension or exercise it on sober facts and the only literary pursuit which engaged harriet at present the only mental provision she was making for the evening of life was the collecting and transcribing all the riddles of every sort that she could meet with into a thin quarto of hot pressed paper made up by her friend and ornamented with ciphers and trophies
emma_009	5	33	1	3	2	6	emma assisted with her invention memory and taste and as harriet wrote a very pretty hand it was likely to be an arrangement of the first order in form as well as quantity
emma_009	6	51	2	4	3	6	he called for a few moments just to leave a piece of paper on the table containing as he said a charade which a friend of his had addressed to a young lady the object of his admiration but which from his manner emma was immediately convinced must be his own
emma_009	7	13	0	0	1	8	the speech was more to emma than to harriet which emma could understand
emma_009	8	19	0	0	2	11	there was deep consciousness about him and he found it easier to meet her eye than her friend s
emma_009	9	26	2	8	2	8	he was gone the next moment after another moment s pause take it said emma smiling and pushing the paper towards harriet it is for you
emma_009	10	24	0	0	3	12	but harriet was in a tremor and could not touch it and emma never loth to be first was obliged to examine it herself
emma_009	11	4	1	25	0	0	emma spoke for her
emma_009	12	27	0	0	3	11	there is so pointed and so particular a meaning in this compliment said she that i can not have a doubt as to mr elton s intentions
emma_009	13	14	0	0	1	7	emma could not have desired a more spirited rejection of mr martin s prose
emma_009	14	19	1	5	2	11	very well replied emma a most natural feeling and the longer it lasts the better i shall be pleased
emma_009	15	9	1	11	0	0	nobody could have written so prettily but you emma
emma_009	16	5	2	40	0	0	emma only nodded and smiled
emma_009	17	14	2	14	2	14	i think emma i shall try and persuade her to stay longer with us
emma_009	18	8	0	0	0	0	she and the children might stay very well
emma_009	19	44	1	2	2	5	unwelcome as it was mr woodhouse could only give a submissive sigh and as emma saw his spirits affected by the idea of his daughter s attachment to her husband she immediately led to such a branch of the subject as must raise them
emma_009	20	29	0	0	2	7	he appears rough to you said emma because you are so very gentle yourself but if you could compare him with other papas you would not think him rough
emma_009	21	45	5	11	2	4	harriet turned away but emma could receive him with the usual smile and her quick eye soon discerned in his the consciousness of having made a push of having thrown a die and she imagined he was come to see how it might turn up
emma_009	22	22	1	5	1	5	emma thanked him but could not allow of his disappointing his friend on their account her father was sure of his rubber
emma_009	23	26	2	8	1	4	he re urged she re declined and he seemed then about to make his bow when taking the paper from the table she returned it oh
emma_009	24	33	3	9	0	0	he looked rather doubtingly rather confused said something about honour glanced at emma and at harriet and then seeing the book open on the table took it up and examined it very attentively
emma_009	25	33	2	6	1	3	with the view of passing off an awkward moment emma smilingly said you must make my apologies to your friend but so good a charade must not be confined to one or two
emma_009	26	33	1	3	5	15	emma could not think it too soon for with all his good and agreeable qualities there was a sort of parade in his speeches which was very apt to incline her to laugh
emma_009	27	19	2	11	1	5	she ran away to indulge the inclination leaving the tender and the sublime of pleasure to harriet s share
