chapter	id	size	necessary count	necessary percentage	unnecessary count	unnecessary percentage	sentence
persuasion_022	1	12	1	8	1	8	22 anne went home to think over all that she had heard
persuasion_022	2	13	0	0	2	15	in one point her feelings were relieved by this knowledge of mr elliot
persuasion_022	3	19	2	11	0	0	in every other respect in looking around her or penetrating forward she saw more to distrust and to apprehend
persuasion_022	4	43	0	0	4	9	she was concerned for the disappointment and pain lady russell would be feeling for the mortifications which must be hanging over her father and sister and had all the distress of foreseeing many evils without knowing how to avert any one of them
persuasion_022	5	18	0	0	2	11	i was really in pain for him for your hard hearted sister miss anne seems bent on cruelty
persuasion_022	6	12	1	8	0	0	cried mrs clay not daring however to turn her eyes towards anne
persuasion_022	7	40	0	0	4	10	anne admired the good acting of the friend in being able to shew such pleasure as she did in the expectation and in the actual arrival of the very person whose presence must really be interfering with her prime object
persuasion_022	8	25	3	12	1	4	to anne herself it was most distressing to see mr elliot enter the room and quite painful to have him approach and speak to her
persuasion_022	9	22	1	5	3	14	she had been used before to feel that he could not be always quite sincere but now she saw insincerity in everything
persuasion_022	10	44	1	2	2	5	his attentive deference to her father contrasted with his former language was odious and when she thought of his cruel conduct towards mrs smith she could hardly bear the sight of his present smiles and mildness or the sound of his artificial good sentiments
persuasion_022	11	40	0	0	2	5	mrs clay s selfishness was not so complicate nor so revolting as his and anne would have compounded for the marriage at once with all its evils to be clear of mr elliot s subtleties in endeavouring to prevent it
persuasion_022	12	56	3	5	5	9	on friday morning she meant to go very early to lady russell and accomplish the necessary communication and she would have gone directly after breakfast but that mrs clay was also going out on some obliging purpose of saving her sister trouble which determined her to wait till she might be safe from such a companion
persuasion_022	13	23	0	0	1	4	anne remembering the preconcerted visits at all hours of mr elliot would have expected him but for his known engagement seven miles off
persuasion_022	14	76	3	4	7	9	surprise was the strongest emotion raised by their appearance but anne was really glad to see them and the others were not so sorry but that they could put on a decent air of welcome and as soon as it became clear that these their nearest relations were not arrived with any views of accommodation in that house sir walter and elizabeth were able to rise in cordiality and do the honours of it very well
persuasion_022	15	72	2	3	3	4	so much was pretty soon understood but till sir walter and elizabeth were walking mary into the other drawing room and regaling themselves with her admiration anne could not draw upon charles s brain for a regular history of their coming or an explanation of some smiling hints of particular business which had been ostentatiously dropped by mary as well as of some apparent confusion as to whom their party consisted of
persuasion_022	16	21	0	0	3	14	anne s only surprise was that affairs should be in forwardness enough for henrietta s wedding clothes to be talked of
persuasion_022	17	55	0	0	7	13	i am extremely glad indeed cried anne particularly glad that this should happen and that of two sisters who both deserve equally well and who have always been such good friends the pleasant prospect of one should not be dimming those of the other that they should be so equal in their prosperity and comfort
persuasion_022	18	18	0	0	1	6	such excellent parents as mr and mrs musgrove exclaimed anne should be happy in their children s marriages
persuasion_022	19	5	1	20	0	0	anne could not help laughing
persuasion_022	20	23	0	0	4	17	that can not be much to your taste i know said she but i do believe him to be an excellent young man
persuasion_022	21	55	0	0	2	4	here they were interrupted by the absolute necessity of charles s following the others to admire mirrors and china but anne had heard enough to understand the present state of uppercross and rejoice in its happiness and though she sighed as she rejoiced her sigh had none of the ill will of envy in it
persuasion_022	22	19	0	0	1	5	she would certainly have risen to their blessings if she could but she did not want to lessen theirs
persuasion_022	23	34	3	9	1	3	miss elliot was to have the honour of calling on mrs musgrove in the course of the morning and anne walked off with charles and mary to go and see her and henrietta directly
persuasion_022	24	60	1	2	2	3	they all three called in rivers street for a couple of minutes but anne convinced herself that a day s delay of the intended communication could be of no consequence and hastened forward to the white hart to see again the friends and companions of the last autumn with an eagerness of good will which many associations contributed to form
persuasion_022	25	19	0	0	1	5	they found mrs musgrove and her daughter within and by themselves and anne had the kindest welcome from each
persuasion_022	26	25	0	0	3	12	it was a heartiness and a warmth and a sincerity which anne delighted in the more from the sad want of such blessings at home
persuasion_022	27	140	5	4	11	8	she was entreated to give them as much of her time as possible invited for every day and all day long or rather claimed as part of the family and in return she naturally fell into all her wonted ways of attention and assistance and on charles s leaving them together was listening to mrs musgrove s history of louisa and to henrietta s of herself giving opinions on business and recommendations to shops with intervals of every help which mary required from altering her ribbon to settling her accounts from finding her keys and assorting her trinkets to trying to convince her that she was not ill used by anybody which mary well amused as she generally was in her station at a window overlooking the entrance to the pump room could not but have her moments of imagining
persuasion_022	28	52	0	0	4	8	one five minutes brought a note the next a parcel and anne had not been there half an hour when their dining room spacious as it was seemed more than half filled a party of steady old friends were seated around mrs musgrove and charles came back with captains harville and wentworth
persuasion_022	29	23	1	4	2	9	anne cried mary still at her window there is mrs clay i am sure standing under the colonnade and a gentleman with her
persuasion_022	30	13	1	8	2	15	no cried anne quickly it can not be mr elliot i assure you
persuasion_022	31	34	3	9	4	12	as she spoke she felt that captain wentworth was looking at her the consciousness of which vexed and embarrassed her and made her regret that she had said so much simple as it was
persuasion_022	32	55	2	4	4	7	mary resenting that she should be supposed not to know her own cousin began talking very warmly about the family features and protesting still more positively that it was mr elliot calling again upon anne to come and look for herself but anne did not mean to stir and tried to be cool and unconcerned
persuasion_022	33	28	4	14	1	4	her distress returned however on perceiving smiles and intelligent glances pass between two or three of the lady visitors as if they believed themselves quite in the secret
persuasion_022	34	9	1	11	0	0	do come anne cried mary come and look yourself
persuasion_022	35	16	0	0	0	0	to pacify mary and perhaps screen her own embarrassment anne did move quietly to the window
persuasion_022	36	66	1	2	5	8	she was just in time to ascertain that it really was mr elliot which she had never believed before he disappeared on one side as mrs clay walked quickly off on the other and checking the surprise which she could not but feel at such an appearance of friendly conference between two persons of totally opposite interest she calmly said yes it is mr elliot certainly
persuasion_022	37	11	1	9	3	27	anne will not be sorry to join us i am sure
persuasion_022	38	35	3	9	4	11	the careless expression was life to anne who saw that captain wentworth was all attention looking and listening with his whole soul and that the last words brought his enquiring eyes from charles to herself
persuasion_022	39	48	1	2	6	12	it would be a pity to be divided and we should be losing miss anne too if there is a party at her father s and i am sure neither henrietta nor i should care at all for the play if miss anne could not be with us
persuasion_022	40	47	0	0	2	4	anne felt truly obliged to her for such kindness and quite as much so for the opportunity it gave her of decidedly saying if it depended only on my inclination ma am the party at home excepting on mary s account would not be the smallest impediment
persuasion_022	41	33	4	12	0	0	captain wentworth left his seat and walked to the fire place probably for the sake of walking away from it soon afterwards and taking a station with less bare faced design by anne
persuasion_022	42	17	0	0	2	12	i am not yet so much changed cried anne and stopped fearing she hardly knew what misconstruction
persuasion_022	43	62	2	3	3	5	whether he would have proceeded farther was left to anne s imagination to ponder over in a calmer hour for while still hearing the sounds he had uttered she was startled to other subjects by henrietta eager to make use of the present leisure for getting out and calling on her companions to lose no time lest somebody else should come in
persuasion_022	44	59	4	7	5	8	anne talked of being perfectly ready and tried to look it but she felt that could henrietta have known the regret and reluctance of her heart in quitting that chair in preparing to quit the room she would have found in all her own sensations for her cousin in the very security of his affection wherewith to pity her
persuasion_022	45	14	2	14	1	7	anne felt an instant oppression and wherever she looked saw symptoms of the same
persuasion_022	46	30	0	0	3	10	the comfort the freedom the gaiety of the room was over hushed into cold composure determined silence or insipid talk to meet the heartless elegance of her father and sister
persuasion_022	47	8	0	0	1	12	her jealous eye was satisfied in one particular
persuasion_022	48	28	2	7	1	4	the interruption had been short though severe and ease and animation returned to most of those they left as the door shut them out but not to anne
persuasion_022	49	39	0	0	2	5	she could think only of the invitation she had with such astonishment witnessed and of the manner in which it had been received a manner of doubtful meaning of surprise rather than gratification of polite acknowledgement rather than acceptance
persuasion_022	50	34	1	3	2	6	she knew him she saw disdain in his eye and could not venture to believe that he had determined to accept such an offering as an atonement for all the insolence of the past
persuasion_022	51	3	0	0	0	0	her spirits sank
persuasion_022	52	33	3	9	1	3	anne caught his eye saw his cheeks glow and his mouth form itself into a momentary expression of contempt and turned away that she might neither see nor hear more to vex her
persuasion_022	53	23	0	0	0	0	the gentlemen had their own pursuits the ladies proceeded on their own business and they met no more while anne belonged to them
persuasion_022	54	50	2	4	6	12	she was earnestly begged to return and dine and give them all the rest of the day but her spirits had been so long exerted that at present she felt unequal to more and fit only for home where she might be sure of being as silent as she chose
