./tokens/emma_001	2
./tokens/emma_002	7
./tokens/emma_003	2
./tokens/emma_004	1
./tokens/emma_005	0
./tokens/emma_006	3
./tokens/emma_007	1
./tokens/emma_008	4
./tokens/emma_009	6
./tokens/emma_010	1
./tokens/emma_011	2
./tokens/emma_012	8
./tokens/emma_013	5
./tokens/emma_014	7
./tokens/emma_015	6
./tokens/emma_016	1
./tokens/emma_017	1
./tokens/emma_018	0
./tokens/emma_019	9
./tokens/emma_020	0
./tokens/emma_021	10
./tokens/emma_022	3
./tokens/emma_023	7
./tokens/emma_024	0
./tokens/emma_025	1
./tokens/emma_026	17
./tokens/emma_027	7
./tokens/emma_028	2
./tokens/emma_029	9
./tokens/emma_030	1
./tokens/emma_031	2
./tokens/emma_032	6
./tokens/emma_033	8
./tokens/emma_034	6
./tokens/emma_035	1
./tokens/emma_036	3
./tokens/emma_037	1
./tokens/emma_038	6
./tokens/emma_039	3
./tokens/emma_040	1
./tokens/emma_041	5
./tokens/emma_042	10
./tokens/emma_043	1
./tokens/emma_044	2
./tokens/emma_045	2
./tokens/emma_046	2
./tokens/emma_047	3
./tokens/emma_048	2
./tokens/emma_049	2
./tokens/emma_050	3
./tokens/emma_051	1
./tokens/emma_052	7
./tokens/emma_053	0
./tokens/emma_054	9
./tokens/emma_055	2
